회사명,거래소코드,회계년도,매출액증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),총자본증가율(IFRS연결),매출액순이익률(IFRS연결),부채비율(IFRS연결),총자본순이익률(IFRS연결)
(주)DB하이텍,000990,2018/12,-1.54,22.51,-21.19,7.3,12.97,91,8.43
(주)DB하이텍,000990,2019/12,20.64,15.45,20.51,2.1,12.96,68.91,9.71
(주)DB하이텍,000990,2020/12,15.92,23.26,58.67,8.24,17.74,48.33,14.64
(주)DB하이텍,000990,2021/12,29.78,39.2,90.87,31.51,26.09,40.13,23.23
(주)DB하이텍,000990,2022/12,37.92,48.12,76.35,36.95,33.36,29.57,30.43
(주)HJ중공업,097230,2018/12,-30.76,-222.45,0,-35.02,-75.6,0,-36.99
(주)HJ중공업,097230,2019/12,-4.07,0,0,-9.64,18.8,908.28,11.77
(주)HJ중공업,097230,2020/12,4.12,30.59,-74.39,-11.19,4.62,585.57,3.36
(주)HJ중공업,097230,2021/12,0.63,35,0,8.72,-8.19,452.13,-6.11
(주)HJ중공업,097230,2022/12,4.78,-10.88,0,7.65,-2.81,566.95,-2.03
(주)MH에탄올,023150,2018/12,40.05,-5.46,-108.83,-12,-16.53,380.62,-2.56
(주)MH에탄올,023150,2019/12,11.1,-7.78,0,2.57,-9.34,468.69,-1.69
(주)MH에탄올,023150,2020/12,17.02,6.85,0,-0.4,4.02,459.13,0.84
(주)MH에탄올,023150,2021/12,7.84,2.38,-13.4,0.4,8.51,432.99,1.93
(주)MH에탄올,023150,2022/12,8.48,5.94,-15.66,-0.89,10.75,369.03,2.65
(주)SH에너지화학,002360,2018/12,-2.4,-1.92,-75.89,-2.3,1.11,16.17,1.64
(주)SH에너지화학,002360,2019/12,-23.28,-5.94,-223.7,0.8,-2.19,24.66,-2.51
(주)SH에너지화학,002360,2020/12,-33.56,-7.76,0,-4.91,-7.42,30.38,-5.77
(주)SH에너지화학,002360,2021/12,49.39,1.94,0,1.94,0.44,30.4,0.52
(주)SH에너지화학,002360,2022/12,19.71,2.59,196.29,3.79,1.09,31.94,1.5
(주)SIMPAC,009160,2018/12,32.74,80.64,436.6,78.86,22.6,56.71,13.02
(주)SIMPAC,009160,2019/12,40.48,1.42,-86.29,-0.38,2.21,53.93,1.39
(주)SIMPAC,009160,2020/12,-14.93,5.17,259.84,8.56,9.33,58.9,4.82
(주)SIMPAC,009160,2021/12,67.55,17.82,166.06,22.51,14.82,65.23,11.07
(주)SIMPAC,009160,2022/12,9.66,9.7,-16.18,6.85,11.33,60.93,8.15
(주)SNT에너지,100840,2018/12,,,,,,,
(주)SNT에너지,100840,2019/12,0,0,0,0,7.24,36.31,4.63
(주)SNT에너지,100840,2020/12,11.28,-3.75,-36.66,0.44,4.12,42.24,2.92
(주)SNT에너지,100840,2021/12,0,0,0,0,7.31,35.65,3.76
(주)SNT에너지,100840,2022/12,18.58,4.32,20.76,29.39,7.44,68.25,3.96
(주)SNT홀딩스,036530,2018/12,-7.08,9.82,303.74,-1.51,5.26,40.62,3.46
(주)SNT홀딩스,036530,2019/12,7.91,16.33,127.87,5.81,8.23,37.56,5.72
(주)SNT홀딩스,036530,2020/12,-5.05,11.38,-40.18,1.51,5.42,40.37,3.46
(주)SNT홀딩스,036530,2021/12,0,0,0,0,10.81,33.27,6.4
(주)SNT홀딩스,036530,2022/12,16.06,3.85,-33.42,7.84,7.09,40.86,4.69
(주)STX,011810,2018/12,-16.68,49.97,-97.28,-11.71,0.61,765.34,1.54
(주)STX,011810,2019/12,-2.12,-11.47,-460.27,1.09,-2.26,895.02,-5.96
(주)STX,011810,2020/12,-33.69,-50.05,0,10.26,-2.1,655.62,-3.47
(주)STX,011810,2021/12,-5.13,136.9,0,9.49,-2.52,451.82,-3.6
(주)STX,011810,2022/12,28.42,-25.01,0,9.71,-1.57,624.35,-2.63
(주)TCC스틸,002710,2018/12,5.57,11.28,537.96,9.36,2.36,171.53,3.34
(주)TCC스틸,002710,2019/12,5.81,4.11,-48.34,3.09,1.15,168.92,1.63
(주)TCC스틸,002710,2020/12,-1.23,0.58,0,-2.37,-0.39,153.25,-0.54
(주)TCC스틸,002710,2021/12,24.28,28.74,0,19.64,5.35,136.42,8.53
(주)TCC스틸,002710,2022/12,27.53,35.05,1.86,38.28,4.32,143.04,6.76
(주)강원랜드,035250,2018/12,-10.37,2.45,-32.06,1.09,20.67,17.97,7.06
(주)강원랜드,035250,2019/12,5.7,3.65,12.56,4.89,22.02,19.38,7.72
(주)강원랜드,035250,2020/12,-68.52,-12.66,0,-17.95,-57.65,12.15,-6.83
(주)강원랜드,035250,2021/12,64.74,0.18,0,5.1,-1.34,17.66,-0.28
(주)강원랜드,035250,2022/12,61.17,5,0,8.9,9.1,22.03,2.89
(주)갤럭시아에스엠,011420,2018/12,-40.83,-34.63,0,-33.27,-72.54,25.62,-38.52
(주)갤럭시아에스엠,011420,2019/12,30.25,-17.65,0,-15.07,-4.79,29.56,-4.47
(주)갤럭시아에스엠,011420,2020/12,,,,,,,
(주)갤럭시아에스엠,011420,2021/12,,,,,,,
(주)갤럭시아에스엠,011420,2022/12,,,,,,,
(주)경농,002100,2018/12,2.96,3.42,-45.49,6.37,2.29,77.34,1.41
(주)경농,002100,2019/12,6.99,0.56,-18.01,3.81,1.76,83.71,1.1
(주)경농,002100,2020/12,9.14,4.74,177.87,0.18,5.35,75.77,3.58
(주)경농,002100,2021/12,8.85,10.18,26.02,4.65,5.96,64.18,4.24
(주)경농,002100,2022/12,33.79,9.33,68.9,15.39,8.54,72.23,7.38
(주)경동나비엔,009450,2018/12,6.15,9.11,-6.3,15.86,3.41,108.35,4.55
(주)경동나비엔,009450,2019/12,6.54,7.48,12.51,4.49,3.6,102.57,4.67
(주)경동나비엔,009450,2020/12,12.8,15.74,49.48,20.48,4.77,111.02,6.19
(주)경동나비엔,009450,2021/12,26.28,29.37,93.71,27.11,7.31,107.34,9.67
(주)경동나비엔,009450,2022/12,5.25,14.94,-33.57,9.01,4.62,96.64,5.49
(주)경동도시가스,267290,2018/12,84.33,8.92,91.84,9.57,2.13,142.84,4.59
(주)경동도시가스,267290,2019/12,-11.44,5.98,-28.03,-3.63,1.73,120.84,3.22
(주)경동도시가스,267290,2020/12,-23.61,5.08,-22.62,-6.71,1.75,96.16,2.62
(주)경동도시가스,267290,2021/12,0,0,0,0,1.52,140.93,2.45
(주)경동도시가스,267290,2022/12,58.18,5.21,9.31,18.03,1.05,170.29,2.45
(주)경동인베스트,012320,2018/12,17.21,10.37,-44.62,-1.21,13.05,48.79,5.01
(주)경동인베스트,012320,2019/12,18.86,4.42,-66.62,2.27,3.26,46.06,1.48
(주)경동인베스트,012320,2020/12,14.27,3.73,67.44,-2.67,5.31,36.8,2.76
(주)경동인베스트,012320,2021/12,-3.89,2.32,-3.99,-1.97,4.65,31.37,2.38
(주)경동인베스트,012320,2022/12,-7.68,3.75,-2.91,1.58,3.4,30.2,1.61
(주)경방,000050,2018/12,-2.59,1.38,-20.23,2.18,5.74,83.67,1.57
(주)경방,000050,2019/12,-2.15,4.62,115.99,5.3,12.68,84.85,3.26
(주)경방,000050,2020/12,-4.27,0.05,-70.13,-7.72,3.96,70.49,0.99
(주)경방,000050,2021/12,0,0,0,0,5.81,68.96,1.75
(주)경방,000050,2022/12,1.53,0.38,-80.19,-1.77,1.13,65.34,0.35
(주)경보제약,214390,2018/12,,,,,,,
(주)경보제약,214390,2019/12,,,,,,,
(주)경보제약,214390,2020/12,,,,,,,
(주)경보제약,214390,2021/12,,,,,,,
(주)경보제약,214390,2022/12,,,,,,,
(주)경인양행,012610,2018/12,10.37,6.41,269.59,15.38,4.17,84.57,3.58
(주)경인양행,012610,2019/12,8.37,5.63,5.71,14.31,4.56,98.83,3.7
(주)경인양행,012610,2020/12,-8.22,-4.42,0,6.99,-2.3,121.17,-1.55
(주)경인양행,012610,2021/12,22.48,10.3,0,14.73,6.75,130.08,5.02
(주)경인양행,012610,2022/12,-0.17,5.1,-41.19,-5.39,4.28,105.99,3.06
(주)광명전기,017040,2018/12,12.36,2.26,0,-0.59,2.38,53.75,1.79
(주)광명전기,017040,2019/12,15.56,8.49,207.09,3.22,5.4,48.69,4.61
(주)광명전기,017040,2020/12,-6.31,4.74,-41.67,5.85,3.67,51.1,2.81
(주)광명전기,017040,2021/12,10.96,5.27,24.5,2.44,4.27,47.59,3.49
(주)광명전기,017040,2022/12,0.84,3.34,-7.54,1.33,4.08,44.85,3.29
(주)광주신세계,037710,2018/12,,,,,,,
(주)광주신세계,037710,2019/12,,,,,,,
(주)광주신세계,037710,2020/12,,,,,,,
(주)광주신세계,037710,2021/12,,,,,,,
(주)광주신세계,037710,2022/12,,,,,,,
(주)국동,005320,2018/12,14.59,13.71,0,15.83,0.96,154.02,1.84
(주)국동,005320,2019/12,1.61,35.08,0,8.6,-2.03,104.22,-3.52
(주)국동,005320,2020/12,13.6,27.97,0,35.13,4.21,115.54,6.79
(주)국동,005320,2021/12,-10.44,22.15,0,-6.77,-3.5,64.58,-4.55
(주)국동,005320,2022/12,45.34,6.54,0,3.88,0.42,60.48,0.81
(주)국보,001140,2018/12,-8.57,-23.97,0,-34.23,-5.59,259.29,-6.59
(주)국보,001140,2019/12,24.51,23.7,0,139.39,-7.49,303.29,-8.16
(주)국보,001140,2020/12,23.39,79.26,0,-21.27,-18.67,194.62,-19.91
(주)국보,001140,2021/12,-11.9,3.92,0,12.65,-18.24,221.31,-18.3
(주)국보,001140,2022/12,5.58,37.28,0,7.47,-23.89,155.2,-23.02
(주)금양,001570,2018/12,13.9,38.4,8.43,4.43,9.86,157.72,10.1
(주)금양,001570,2019/12,-15.93,-14.15,-153.69,9.5,-6.31,228.35,-5.08
(주)금양,001570,2020/12,2,17.05,0,-1.95,-2.25,175.52,-1.78
(주)금양,001570,2021/12,23.58,48.32,0,43.2,6.12,168.15,4.99
(주)금양,001570,2022/12,-2.11,3.86,0,-10.18,-13.67,131.91,-9.75
(주)금호에이치티,214330,2018/12,16.44,37.57,57.96,58.75,3.72,90.93,4.01
(주)금호에이치티,214330,2019/12,19.99,38.27,-100.97,35.11,-0.03,86.57,-0.03
(주)금호에이치티,214330,2020/12,-12.53,28.15,0,6.9,-4.47,54.3,-2.95
(주)금호에이치티,214330,2021/12,6.54,55.14,0,33.26,-7.61,30.78,-4.43
(주)금호에이치티,214330,2022/12,18.71,-5.23,0,-7.01,-8.15,30.95,-5.11
(주)까뮤이앤씨,013700,2018/12,,,,,,,
(주)까뮤이앤씨,013700,2019/12,,,,,,,
(주)까뮤이앤씨,013700,2020/12,,,,,,,
(주)까뮤이앤씨,013700,2021/12,,,,,,,
(주)까뮤이앤씨,013700,2022/12,,,,,,,
(주)나이스홀딩스,034310,2018/12,11.16,15.49,22.17,24.71,6.16,108.94,5.07
(주)나이스홀딩스,034310,2019/12,16.49,6.42,-51.43,18.03,4.14,109.61,3.28
(주)나이스홀딩스,034310,2020/12,9.47,2.95,-42.11,6.45,2.57,118.5,2
(주)나이스홀딩스,034310,2021/12,19.19,5.81,244,12.94,4.12,133.54,3.48
(주)나이스홀딩스,034310,2022/12,12.37,0.71,-36.86,9.56,2.51,155.9,2.14
(주)남선알미늄,008350,2018/12,0,0,0,0,7.25,79.6,8.32
(주)남선알미늄,008350,2019/12,-6.63,6.15,-42.59,-2.47,4.46,65.01,4.84
(주)남선알미늄,008350,2020/12,-17.34,5.83,-27.22,-0.13,3.93,55.72,3.57
(주)남선알미늄,008350,2021/12,-14.2,24.47,295.58,20.36,18.1,50.57,12.82
(주)남선알미늄,008350,2022/12,11.03,29.97,-33.01,12.94,10.92,30.84,7.38
(주)남성,004270,2018/12,-9.5,-5.12,-358.79,0.81,-4.3,147.78,-1.75
(주)남성,004270,2019/12,-12.37,3.69,0,-0.14,-3.01,138.34,-1.07
(주)남성,004270,2020/12,26.84,-11.96,0,-5.62,-17.48,156.07,-8.13
(주)남성,004270,2021/12,10.58,56.5,0,49.4,6.94,143.53,2.95
(주)남성,004270,2022/12,-4.09,0.81,-54.95,-6.1,3.23,126.91,1.13
(주)넥센,005720,2018/12,333.09,4.6,-24,252.4,6.51,103.16,3.61
(주)넥센,005720,2019/12,68.48,7.4,-4.75,7.13,4.96,103.22,2.87
(주)넥센,005720,2020/12,-14.09,2.07,-81.63,3.45,0.04,107.67,0.02
(주)넥센,005720,2021/12,22.12,4.46,164.99,7.86,1.22,116,0.67
(주)넥센,005720,2022/12,24.96,2.71,-39.43,3.38,0.06,121.8,0.04
(주)노루페인트,090350,2018/12,11.48,2.93,-56.72,2.64,2.07,97.35,2.12
(주)노루페인트,090350,2019/12,5.32,4.73,48.33,3.28,2.92,94.6,3.06
(주)노루페인트,090350,2020/12,-0.7,3.57,-4.86,6.27,2.8,99.68,2.78
(주)노루페인트,090350,2021/12,13.69,3.33,-19.66,0.6,1.98,94.4,2.16
(주)노루페인트,090350,2022/12,3.05,2.23,-20.06,-0.37,1.53,89.46,1.73
(주)노루홀딩스,000320,2018/12,8.39,-4.18,-119.2,-0.15,0.32,75.81,0.27
(주)노루홀딩스,000320,2019/12,5.78,0.02,0,2.05,2.25,77.52,2
(주)노루홀딩스,000320,2020/12,-4.1,1.62,205.91,4.34,3.43,81.86,2.83
(주)노루홀딩스,000320,2021/12,12.64,-0.84,-88.59,0.42,1.12,80.89,1.02
(주)노루홀딩스,000320,2022/12,8.66,6.97,1464.07,11.03,3.22,77.35,3
(주)녹십자,006280,2018/12,3.65,1.86,-35.34,1.16,2.57,53.03,2
(주)녹십자,006280,2019/12,2.61,-1.03,-110.57,13.69,-0.82,65.47,-0.61
(주)녹십자,006280,2020/12,9.81,6.65,0,9.8,5.94,69.49,4.34
(주)녹십자,006280,2021/12,2.24,13.97,52.02,14.44,8.91,64.17,5.94
(주)녹십자,006280,2022/12,11.28,4.19,-46.88,2.57,4.06,61.21,2.78
(주)녹십자홀딩스,005250,2018/12,5.68,-1.04,-57.42,2.65,1.25,80.89,0.75
(주)녹십자홀딩스,005250,2019/12,-1.54,1.06,-83.98,5.53,-2,84.11,-1.13
(주)녹십자홀딩스,005250,2020/12,12.76,13.1,0,16.85,10.47,93.68,5.98
(주)녹십자홀딩스,005250,2021/12,7.05,11.54,-67.67,7.89,6.94,83.01,3.79
(주)녹십자홀딩스,005250,2022/12,12.99,1.2,-40.61,2.72,2.83,82.61,1.66
(주)농심,004370,2018/12,1.28,3.1,-7.02,3.36,3.77,33.44,3.38
(주)농심,004370,2019/12,4.81,2.27,-15.77,4.77,3.03,36.7,2.74
(주)농심,004370,2020/12,12.62,5.5,109.18,2.73,5.65,33.02,5.54
(주)농심,004370,2021/12,0.88,7.41,-32.78,6.4,3.74,31.77,3.54
(주)농심,004370,2022/12,17.5,5.48,16.32,4.65,3.71,31.07,3.91
(주)농심홀딩스,072710,2018/12,9.39,3.78,14.97,4.32,8.61,33.37,4
(주)농심홀딩스,072710,2019/12,-1.21,2.92,-21.73,1.81,6.82,31.92,3.04
(주)농심홀딩스,072710,2020/12,8.74,5.58,86.95,2.6,11.73,28.21,5.55
(주)농심홀딩스,072710,2021/12,9.93,6.72,-28.24,6.45,7.66,27.89,3.82
(주)농심홀딩스,072710,2022/12,5.16,3.69,-30.51,4.55,5.07,28.95,2.52
(주)다우기술,023590,2018/12,63.56,13.51,-3.68,47.38,10.2,692.67,1.39
(주)다우기술,023590,2019/12,31.3,11.37,67.91,27.89,13.64,828.66,1.8
(주)다우기술,023590,2020/12,63.1,18.82,48.72,56.1,14.36,1090.14,2.14
(주)다우기술,023590,2021/12,28.61,24.48,36.46,19.94,15.02,903.42,2.15
(주)다우기술,023590,2022/12,51.32,17.15,-0.94,6.34,7.39,849.42,1.42
(주)다이나믹디자인,145210,2018/12,-26.94,-59.65,0,-29.03,-36.39,512.12,-21.21
(주)다이나믹디자인,145210,2019/12,-17.72,-22.25,0,-7.9,-5.58,637.22,-3.35
(주)다이나믹디자인,145210,2020/12,-22.76,202.94,0,-4.61,-50.07,135.44,-24.83
(주)다이나믹디자인,145210,2021/12,-31.03,-34.97,0,-23.23,-48.65,177.65,-19.28
(주)다이나믹디자인,145210,2022/12,9.9,16.98,0,-15.68,-111.15,100.33,-60.49
(주)대교,019680,2018/12,-6.04,-8.64,-54.84,-3.12,2.52,34.61,2.28
(주)대교,019680,2019/12,-0.16,-0.6,-10.47,10.78,2.25,50.01,1.96
(주)대교,019680,2020/12,-17.71,-8.81,0,-8.12,-2.9,51.22,-2.06
(주)대교,019680,2021/12,1.82,-8.85,0,-3.74,-6.65,57.55,-5.12
(주)대교,019680,2022/12,7,-21.28,0,-18.05,-19.94,64.87,-18.4
(주)대구백화점,006370,2018/12,26.65,-11.77,0,-2.74,-24.69,125.96,-4.17
(주)대구백화점,006370,2019/12,-15.4,-8.12,0,-3.81,-18.98,135.37,-2.8
(주)대구백화점,006370,2020/12,-10.22,-4.5,0,-24.48,-19.54,93.89,-3.01
(주)대구백화점,006370,2021/12,-10.22,-3.17,0,-4.34,-7.13,91.55,-1.17
(주)대구백화점,006370,2022/12,-7.21,-8.9,0,-3.34,-24.51,103.24,-3.89
(주)대덕,008060,2018/12,0,0,0,0,44.71,15.55,23.28
(주)대덕,008060,2019/12,81.1,5.67,-75.61,5.71,6.02,15.6,5.52
(주)대덕,008060,2020/12,-99.69,-41.59,128.08,36.35,4378.76,21.73,10.37
(주)대덕,008060,2021/12,40693.19,-1.88,-101.58,5.2,3.99,25.57,3.25
(주)대덕,008060,2022/12,21.16,1.75,0,10.41,8.03,28.24,7.36
(주)대동,000490,2018/12,7.32,-0.66,-87.21,5.76,0.22,255.27,0.19
(주)대동,000490,2019/12,27.21,0.98,152.79,5.73,0.36,270,0.38
(주)대동,000490,2020/12,7.54,47.48,556.54,14.9,2.34,185.94,2.39
(주)대동,000490,2021/12,31.64,11.34,64.3,34.29,2.94,226.67,3.15
(주)대동,000490,2022/12,24.13,-1.92,15.19,35.94,2.63,263.09,2.59
(주)대양금속,009190,2018/12,,,,,,,
(주)대양금속,009190,2019/12,,,,,,,
(주)대양금속,009190,2020/12,,,,,,,
(주)대양금속,009190,2021/12,,,,,,,
(주)대양금속,009190,2022/12,0,0,0,0,3.63,129.73,2.31
(주)대우건설,047040,2018/12,-9.87,1.75,15.35,-0.48,2.8,276.83,3.4
(주)대우건설,047040,2019/12,-18.42,7.75,-30.16,11.04,2.33,289.74,2.18
(주)대우건설,047040,2020/12,-5.95,8.78,36.05,-4.04,3.47,247.63,2.97
(주)대우건설,047040,2021/12,0,0,0,0,5.58,225.15,4.64
(주)대우건설,047040,2022/12,19.97,15.65,3.99,6.52,4.88,199.1,4.7
(주)대웅,003090,2018/12,9.55,4.59,-54.92,2.78,2.66,65.11,2.08
(주)대웅,003090,2019/12,10.91,10.18,109.08,4.77,5.22,62.55,4.38
(주)대웅,003090,2020/12,-0.76,9.19,57.56,10.15,8.73,64.52,6.75
(주)대웅,003090,2021/12,0,0,0,0,6.61,67.13,5.17
(주)대웅,003090,2022/12,12.3,13.45,30.15,11.65,7.09,68.73,5.88
(주)대웅제약,069620,2018/12,7.41,-4.87,-147.98,-0.47,-1.49,98.72,-1.27
(주)대웅제약,069620,2019/12,7.95,5.1,0,3.13,2.59,95.88,2.35
(주)대웅제약,069620,2020/12,-5.21,6.1,-42.05,9.73,2.29,96.61,1.85
(주)대웅제약,069620,2021/12,0,0,0,0,2.62,101.48,2.14
(주)대웅제약,069620,2022/12,11.03,6.01,71.28,10.47,3.06,110.91,2.63
(주)대유에이텍,002880,2018/12,3.23,-21.26,-1256.04,-0.74,-3.63,422.25,-4.51
(주)대유에이텍,002880,2019/12,15.74,14.14,0,25.6,1.39,373.34,1.78
(주)대유에이텍,002880,2020/12,14.16,3.09,-120.6,4.4,1.47,387.5,1.89
(주)대유에이텍,002880,2021/12,12.88,-17.09,0,13.24,-0.17,596.36,-0.23
(주)대유에이텍,002880,2022/12,-15.21,14.93,0,4.1,-6.68,476.7,-6.96
(주)대유플러스,000300,2018/12,9.98,10.47,0,5.81,4.11,625.47,2.13
(주)대유플러스,000300,2019/12,-9.17,13.18,-26.46,8.62,4,581.95,1.75
(주)대유플러스,000300,2020/12,-14.55,-6.44,0,-56.86,-1.27,291.11,-0.73
(주)대유플러스,000300,2021/12,13.04,7.76,0,25.61,0.39,327.91,0.37
(주)대유플러스,000300,2022/12,4.83,-41.35,0,-8.61,-4.53,388.27,-4.27
(주)대창,012800,2018/12,-3.26,13.95,-22.84,1.17,1.31,164.19,2.19
(주)대창,012800,2019/12,-5.49,0.5,-48.51,1.08,0.52,167.87,0.82
(주)대창,012800,2020/12,3.85,3.13,29.54,7.66,0.76,180.23,1.18
(주)대창,012800,2021/12,36.86,27.91,297.25,30.7,2.05,195.77,3.67
(주)대창,012800,2022/12,12.81,1.22,-85.8,3.63,0.25,203.62,0.44
(주)대한항공,003490,2018/12,7.6,-23.63,-126.03,3.76,-1.53,783.45,-0.79
(주)대한항공,003490,2019/12,-2.59,-8.68,0,5.61,-4.91,871.45,-2.37
(주)대한항공,003490,2020/12,-40.03,20.72,0,-6.75,-3.02,660.63,-0.88
(주)대한항공,003490,2021/12,0,0,0,0,6.42,288.48,2.17
(주)대한항공,003490,2022/12,56.33,33.17,199.19,8.72,12.27,212.06,6.21
(주)대현,016090,2018/12,,,,,,,
(주)대현,016090,2019/12,,,,,,,
(주)대현,016090,2020/12,,,,,,,
(주)대현,016090,2021/12,,,,,,,
(주)대현,016090,2022/12,,,,,,,
(주)대호에이엘,069460,2018/12,,,,,,,
(주)대호에이엘,069460,2019/12,,,,,,,
(주)대호에이엘,069460,2020/12,,,,,,,
(주)대호에이엘,069460,2021/12,,,,,,,
(주)대호에이엘,069460,2022/12,,,,,,,
(주)더블유게임즈,192080,2018/12,51.25,28.08,148.16,-0.04,18.17,92.33,8.8
(주)더블유게임즈,192080,2019/12,6.38,24.87,25.67,7.82,21.46,66.07,10.65
(주)더블유게임즈,192080,2020/12,28.09,4.83,1.82,-4.8,18.96,10.27,11.9
(주)더블유게임즈,192080,2021/12,-5.18,24.2,11.72,35.06,25.04,16.63,13
(주)더블유게임즈,192080,2022/12,-1.09,-13.43,0,-10.58,-35.81,22.79,-16.89
(주)더존비즈온,012510,2018/12,10.37,-2.52,5.07,1.94,18.73,53,15.4
(주)더존비즈온,012510,2019/12,15.74,100.49,20.28,160.86,19.43,100.28,10.15
(주)더존비즈온,012510,2020/12,16.67,9.46,12.29,9.9,18.89,100.76,7.59
(주)더존비즈온,012510,2021/12,4.01,25.59,-5.49,12.68,17.07,79.44,6.4
(주)더존비즈온,012510,2022/12,-4.53,-12.8,-55.67,-7.49,7.58,89.94,2.66
(주)덕성,004830,2018/12,-16.84,-3.82,-486.52,-4.63,-2.41,60.01,-1.96
(주)덕성,004830,2019/12,3.56,0.23,0,2.3,0.21,63.32,0.18
(주)덕성,004830,2020/12,35.69,5.16,1859.42,2.11,3.08,58.58,3.48
(주)덕성,004830,2021/12,-2.13,28.32,63.53,19.28,5.14,47.42,5.14
(주)덕성,004830,2022/12,15.73,-1.86,-57.53,-0.1,1.89,50.07,2.01
(주)덴티움,145720,2018/12,23.68,19.92,13.93,40.52,18.39,124.32,9.16
(주)덴티움,145720,2019/12,35.57,6.62,-56.83,25.25,5.43,164.9,2.79
(주)덴티움,145720,2020/12,-9.04,10.8,52.48,-6.74,9.67,123.2,4.2
(주)덴티움,145720,2021/12,26.89,27.28,146.11,11.75,19.04,95.88,10.27
(주)덴티움,145720,2022/12,22.07,28.11,55.12,18.31,24.21,80.77,13.84
(주)도화엔지니어링,002150,2018/12,0.88,5.5,17.77,14.4,3.43,51.13,3.92
(주)도화엔지니어링,002150,2019/12,28.24,1.54,26.01,8.79,3.37,61.92,4.43
(주)도화엔지니어링,002150,2020/12,11.39,1.69,2.62,10.44,3.1,75.86,4.15
(주)도화엔지니어링,002150,2021/12,0,0,0,0,2.6,87.4,3
(주)도화엔지니어링,002150,2022/12,-3.74,0.13,-89.06,4.47,0.28,95.49,0.31
(주)동남합성,023450,2018/12,,,,,,,
(주)동남합성,023450,2019/12,,,,,,,
(주)동남합성,023450,2020/12,,,,,,,
(주)동남합성,023450,2021/12,,,,,,,
(주)동남합성,023450,2022/12,,,,,,,
(주)동방,004140,2018/12,4.01,1.38,0,2.14,3,325.61,2.88
(주)동방,004140,2019/12,20.25,-14.09,0,13.41,-1.37,443.42,-1.47
(주)동방,004140,2020/12,-6.48,25.87,0,-16.17,2.26,351.16,2.32
(주)동방,004140,2021/12,0.66,13.93,0,0.84,-0.06,304.13,-0.07
(주)동방,004140,2022/12,27.28,-0.77,0,6.91,0.17,335.96,0.24
(주)동방아그로,007590,2018/12,0.72,2.5,3.59,3.25,5.08,39.65,3.37
(주)동방아그로,007590,2019/12,2.92,3.11,5,4.45,5.19,41.46,3.41
(주)동방아그로,007590,2020/12,3.91,3.39,4.32,1.04,5.2,38.25,3.45
(주)동방아그로,007590,2021/12,0,0,0,0,5.23,38.98,3.43
(주)동방아그로,007590,2022/12,9.44,2.52,-3.11,5.9,4.63,43.56,3.23
(주)동서,026960,2018/12,0.79,3.59,-4.7,3.21,21.36,11.01,8.54
(주)동서,026960,2019/12,-10.88,5.84,17.45,3.22,27.98,9.34,9.66
(주)동서,026960,2020/12,-1.83,3.29,-14.54,3.21,24.46,9.2,8.03
(주)동서,026960,2021/12,0,0,0,0,21.51,9.25,7.28
(주)동서,026960,2022/12,3.95,6.74,48.08,2.86,30.48,5.33,10.57
(주)동성케미컬,102260,2018/12,-1.72,-4.33,-132.81,-5.45,-0.59,101.69,-0.58
(주)동성케미컬,102260,2019/12,4.52,-0.4,0,5.25,2.94,103.26,3.02
(주)동성케미컬,102260,2020/12,3.8,-1.79,18.43,-6.18,4.22,86.78,4.51
(주)동성케미컬,102260,2021/12,4.98,25.35,168.43,2.61,4.58,79.17,5.24
(주)동성케미컬,102260,2022/12,23.13,8.54,95.62,9.86,4.11,83.95,5.45
(주)동아지질,028100,2018/12,6.18,11.87,9.56,10.53,5.19,62.94,6.9
(주)동아지질,028100,2019/12,5.59,10.94,1.64,13.17,5,66.22,6.27
(주)동아지질,028100,2020/12,-17.39,-1.21,-89.26,3.9,0.65,74.82,0.62
(주)동아지질,028100,2021/12,-8,6.7,127.68,4.77,1.62,71.64,1.37
(주)동아지질,028100,2022/12,-8.01,8.45,0,6.12,-8.57,67.97,-6.31
(주)동양,001520,2018/12,9.66,-2.04,-79.63,-0.29,0.59,17.2,0.32
(주)동양,001520,2019/12,1.76,-1.57,-111.74,4.08,-0.42,24.2,-0.23
(주)동양,001520,2020/12,11.88,-4.17,0,-2.03,-4.79,27.86,-2.87
(주)동양,001520,2021/12,15.99,1.33,0,1.05,1.61,28.47,1.12
(주)동양,001520,2022/12,9.74,-1.81,-127.18,-2.35,1.3,25.53,1
(주)동양고속,084670,2018/12,-6.77,-8.59,0,-7.43,1.03,73.9,0.67
(주)동양고속,084670,2019/12,6.2,17.4,2274.82,-4.66,23.31,41.32,17.11
(주)동양고속,084670,2020/12,-40.53,-19.07,0,-10.14,-19.64,56.83,-9.25
(주)동양고속,084670,2021/12,-2.83,-21.11,0,0.56,-29.5,99.76,-14.22
(주)동양고속,084670,2022/12,28.65,-11,0,-1.97,-12.25,119.95,-7.65
(주)동원에프앤비,049770,2018/12,9.79,6.65,10.41,2.52,2.02,121.92,4.09
(주)동원에프앤비,049770,2019/12,8.13,7.7,15.76,12.11,2.17,130.99,4.41
(주)동원에프앤비,049770,2020/12,4.62,9.65,18.68,7.02,2.46,125.44,4.78
(주)동원에프앤비,049770,2021/12,10.11,6.95,-10.82,14.95,1.99,142.32,3.84
(주)동원에프앤비,049770,2022/12,15.27,10.64,30.68,7.03,2.26,134.41,4.53
