회사명,거래소코드,회계년도,매출액증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),총자본증가율(IFRS연결),매출액순이익률(IFRS연결),부채비율(IFRS연결),총자본순이익률(IFRS연결)
(주)CMG제약,058820,2018/12,20.05,6.16,113.94,4.39,12.16,10,5.42
(주)CMG제약,058820,2019/12,17.56,73.26,-49.69,68.07,5.2,6.71,1.99
(주)CMG제약,058820,2020/12,,,,,,,
(주)CMG제약,058820,2021/12,,,,,,,
(주)CMG제약,058820,2022/12,,,,,,,
(주)ES큐브,050120,2018/12,-5.55,-6.15,-325.15,6.17,-18.13,58.92,-5.61
(주)ES큐브,050120,2019/12,29.45,-18.89,0,312.66,-31.5,526.65,-4.78
(주)ES큐브,050120,2020/12,84.57,25.23,0,54.08,-31.35,928.65,-4.29
(주)ES큐브,050120,2021/12,55.92,22.47,0,51.45,4.27,834.56,0.6
(주)ES큐브,050120,2022/12,-40.21,29.87,186.4,-88.76,32.82,10.24,4.1
(주)가비아,079940,2018/12,10.76,12.64,54.56,13.54,11.92,32.62,10.77
(주)가비아,079940,2019/12,15.21,16.59,43.49,32.01,14.23,48.13,12.01
(주)가비아,079940,2020/12,13.98,20.68,13.21,30.07,14.05,50.13,10.33
(주)가비아,079940,2021/12,18.57,13.47,-3.43,16.51,12.47,48.08,8.88
(주)가비아,079940,2022/12,19.31,21.06,84.9,21.58,17.39,51.81,12.39
(주)가온칩스,399720,2018/12,,,,,,,
(주)가온칩스,399720,2019/12,,,,,,,
(주)가온칩스,399720,2020/12,,,,,,,
(주)가온칩스,399720,2021/12,,,,,,,
(주)가온칩스,399720,2022/12,0,0,0,0,10.2,34.55,6.04
(주)강스템바이오텍,217730,2018/12,0.36,94.25,0,55.08,-155.96,53.83,-23.75
(주)강스템바이오텍,217730,2019/12,-34.49,48.29,0,55.26,-439.57,65.37,-28.25
(주)강스템바이오텍,217730,2020/12,52.18,-27.01,0,-27.4,-216.09,69.63,-20.13
(주)강스템바이오텍,217730,2021/12,35.75,31.87,0,25.02,-175.96,56.28,-23.51
(주)강스템바이오텍,217730,2022/12,31.41,-27.48,0,-21.87,-123.78,70.53,-21.96
(주)강원에너지,114190,2018/12,4.72,4.7,0,0.71,1.99,86.93,1.83
(주)강원에너지,114190,2019/12,-50.47,-56.25,-1763.05,-39.69,-83.78,167.94,-47.39
(주)강원에너지,114190,2020/12,-9.88,-19.07,0,-41.75,-33.58,92.84,-28.75
(주)강원에너지,114190,2021/12,,,,,,,
(주)강원에너지,114190,2022/12,0,0,0,0,4.84,161.28,4.09
(주)고려시멘트,198440,2018/12,,,,,,,
(주)고려시멘트,198440,2019/12,,,,,,,
(주)고려시멘트,198440,2020/12,,,,,,,
(주)고려시멘트,198440,2021/12,,,,,,,
(주)고려시멘트,198440,2022/12,,,,,,,
(주)고바이오랩,348150,2019/12,,,,,,,
(주)고바이오랩,348150,2020/12,0,0,0,0,-1199.45,5.68,-94.08
(주)고바이오랩,348150,2021/12,-36.98,63.54,0,79.86,-531.63,16.22,-18.78
(주)고바이오랩,348150,2022/12,301.12,-14.64,0,17.71,-201.51,29.83,-20.41
(주)고영테크놀러지,098460,2018/12,17.13,40.01,58.71,35.99,17.76,23.55,17.47
(주)고영테크놀러지,098460,2019/12,-6.78,7.88,-30.13,9.47,13.31,25.37,10.11
(주)고영테크놀러지,098460,2020/12,-19.14,0.98,-69.01,-0.95,5.1,22.97,3.01
(주)고영테크놀러지,098460,2021/12,0,0,0,0,16.01,31.36,10.75
(주)고영테크놀러지,098460,2022/12,11.35,8.84,-0.76,6.34,14.27,28.35,10.34
(주)골드앤에스,035290,2018/12,-32.19,3.24,0,147.31,-50.46,208.23,-14.69
(주)골드앤에스,035290,2019/12,-11.95,-136.92,0,-62.1,-325.58,0,-84.97
(주)골드앤에스,035290,2020/12,-45.85,0,0,28.19,39.52,43.31,8.91
(주)골드앤에스,035290,2021/12,226.35,5.4,-52.88,26.71,5.71,72.28,3.3
(주)골드앤에스,035290,2022/12,-29.75,-4.11,0,-28.4,-65.91,28.65,-27.88
(주)골드퍼시픽,038530,2018/12,0,0,0,0,-78.34,88.31,-11.82
(주)골드퍼시픽,038530,2019/12,,,,,,,
(주)골드퍼시픽,038530,2020/12,,,,,,,
(주)골드퍼시픽,038530,2021/12,,,,,,,
(주)골드퍼시픽,038530,2022/12,0,0,0,0,-22.78,23.47,-9.29
(주)골프존,215000,2018/12,-0.7,2.99,-74.25,0.15,10.28,30.34,8.04
(주)골프존,215000,2019/12,24.31,2.63,-20.6,23.04,6.56,56.26,5.72
(주)골프존,215000,2020/12,20.85,12.26,136.01,17.5,12.56,62.83,11.03
(주)골프존,215000,2021/12,47.5,28.18,99.43,31.67,17.36,65.67,17.97
(주)골프존,215000,2022/12,40.25,25.75,49.03,21.9,18.07,57.98,20.79
(주)골프존뉴딘홀딩스,121440,2018/12,4.34,-3.25,0,2.41,-3.37,59.42,-0.98
(주)골프존뉴딘홀딩스,121440,2019/12,2.64,-7.41,0,0.21,-15.22,73.61,-4.49
(주)골프존뉴딘홀딩스,121440,2020/12,27.56,4.52,0,2.5,9.75,69.5,3.62
(주)골프존뉴딘홀딩스,121440,2021/12,43.03,27.77,378.32,18.05,32.53,56.22,15.66
(주)골프존뉴딘홀딩스,121440,2022/12,17.01,13.67,-35.51,7.39,18.01,47.21,9.03
(주)공구우먼,366030,2018/12,,,,,,,
(주)공구우먼,366030,2019/12,,,,,,,
(주)공구우먼,366030,2020/12,,,,,,,
(주)공구우먼,366030,2021/12,,,,,,,
(주)공구우먼,366030,2022/12,,,,,,,
(주)광림,014200,2018/12,1.04,-17.97,0,-9.73,-20.82,108.51,-14.37
(주)광림,014200,2019/12,6.79,1.97,0,34.43,-9.6,178.13,-6.36
(주)광림,014200,2020/12,10.53,-13.58,0,-15.98,-14.78,159.91,-10.26
(주)광림,014200,2021/12,16.88,76.85,0,26.73,-12.21,113.73,-9.57
(주)광림,014200,2022/12,9.83,22.77,0,3.44,-12.94,71.68,-9.79
(주)광무,029480,2018/12,0,0,0,0,-22.19,164.99,-18.01
(주)광무,029480,2019/12,58.11,131.12,0,122.08,-17.6,176.39,-14.02
(주)광무,029480,2020/12,-30.99,9.01,0,-38.83,-76.76,59.46,-37.98
(주)광무,029480,2021/12,-24.85,109.65,0,169.37,-4.01,104.17,-1.06
(주)광무,029480,2022/12,313.43,57.85,0,30.69,-9.42,69.76,-6.14
(주)구스앤홈,329050,2018/12,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,
(주)구영테크,053270,2018/12,30.3,23.7,305.87,8.32,3.03,194.32,3.04
(주)구영테크,053270,2019/12,18.24,5.42,-43.49,1.97,1.47,188.09,1.66
(주)구영테크,053270,2020/12,-14.81,-3.06,-78.31,2.52,0.37,204.67,0.35
(주)구영테크,053270,2021/12,3.43,9.73,330.17,5.25,1.54,192.23,1.44
(주)구영테크,053270,2022/12,34.81,9.38,27.04,7.73,1.45,187.82,1.72
(주)국보디자인,066620,2018/12,-6.06,9.38,3.99,6.48,5.46,61.18,8.17
(주)국보디자인,066620,2019/12,5.8,13.59,14.92,27.12,5.93,80.37,8.02
(주)국보디자인,066620,2020/12,7.11,34.58,26.07,20.99,6.98,62.16,8.17
(주)국보디자인,066620,2021/12,12.11,37,-2.78,28.26,6.05,51.82,6.36
(주)국보디자인,066620,2022/12,17.14,-35.93,6.79,-20.8,5.51,87.67,6.74
(주)국순당,043650,2018/12,-2.02,-2.41,-127.24,-1.48,-4.84,10.64,-1.24
(주)국순당,043650,2019/12,66.02,-5.54,0,5.81,-8.1,23.19,-3.37
(주)국순당,043650,2020/12,-48.14,10.17,0,-3.01,35.25,10.06,7.5
(주)국순당,043650,2021/12,23.18,9.13,15.21,9.1,33.04,10.03,8.42
(주)국순당,043650,2022/12,14.41,-3.55,0,-4.99,-6.12,8.32,-1.75
(주)국영지앤엠,006050,2018/12,,,,,,,
(주)국영지앤엠,006050,2019/12,,,,,,,
(주)국영지앤엠,006050,2020/12,,,,,,,
(주)국영지앤엠,006050,2021/12,,,,,,,
(주)국영지앤엠,006050,2022/12,,,,,,,
(주)국전약품,307750,2018/12,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,
(주)국전약품,307750,2020/12,,,,,,,
(주)국전약품,307750,2021/12,,,,,,,
(주)국전약품,307750,2022/12,0,0,0,0,8.56,112.4,4.53
(주)그래디언트,035080,2018/12,-2.84,-3.89,0,0.28,-0.12,153.28,-0.23
(주)그래디언트,035080,2019/12,-0.83,-3.71,0,-1.64,0.19,165.84,0.36
(주)그래디언트,035080,2020/12,-7.12,1.97,0,-9.95,-0.81,162.86,-1.53
(주)그래디언트,035080,2021/12,-1.69,-3.91,0,3.2,-0.15,180.81,-0.28
(주)그래디언트,035080,2022/12,15.05,105.61,0,6.96,9.45,100.56,19.8
(주)그리티,204020,2018/12,-5.2,33.64,-35.27,30.7,4.03,28.6,5.69
(주)그리티,204020,2019/12,3.2,-0.3,-64.91,-3.76,1.27,24.23,1.66
(주)그리티,204020,2020/12,0.31,-2.84,-46.7,-5.28,0.68,21.31,0.93
(주)그리티,204020,2021/12,-11.95,-7.28,0,-0.85,-6.49,29.97,-8.11
(주)그리티,204020,2022/12,31.66,2.89,0,2.26,1.28,29.49,2.1
(주)그린플러스,186230,2018/12,0,0,0,0,4.9,165.54,3.56
(주)그린플러스,186230,2019/12,5.34,57.72,13.6,13.5,5.19,93.42,3.72
(주)그린플러스,186230,2020/12,28.35,-8.79,0,23.21,-3.41,161.83,-2.65
(주)그린플러스,186230,2021/12,32.81,81.4,0,14.08,-5.7,67.18,-4.97
(주)그린플러스,186230,2022/12,-0.28,0.23,0,4.24,-4.24,74.53,-3.39
(주)글로벌스탠다드테크놀로지,083450,2018/12,-20.26,9.53,-37.1,2.57,7.93,22.4,9.93
(주)글로벌스탠다드테크놀로지,083450,2019/12,29.56,22.58,85.7,30.21,10.68,32.37,14.86
(주)글로벌스탠다드테크놀로지,083450,2020/12,-0.8,11.4,-11.59,3.72,9.28,24.7,11.12
(주)글로벌스탠다드테크놀로지,083450,2021/12,82.46,31.93,138.84,45.41,12.8,36.26,22.39
(주)글로벌스탠다드테크놀로지,083450,2022/12,2.75,33.57,24.01,22.1,15.22,25.07,20.78
(주)금빛,045890,2018/12,-27.08,11.08,0,-6.41,-12.5,105.94,-6.26
(주)금빛,045890,2019/12,10.33,-37.73,0,0.23,-62.78,231.46,-35.84
(주)금빛,045890,2020/12,-30.22,62.3,0,19.45,-43.47,143.95,-15.77
(주)금화피에스시,036190,2018/12,13.39,19.87,96.33,13.33,16.99,18.93,16.05
(주)금화피에스시,036190,2019/12,-10.24,8.6,-30.25,7.3,13.22,17.66,10.17
(주)금화피에스시,036190,2020/12,12.37,7.32,8.21,4.4,12.72,14.19,10.4
(주)금화피에스시,036190,2021/12,0,0,0,0,9.69,12.16,7.52
(주)금화피에스시,036190,2022/12,4.02,8.54,20.1,29.98,11.19,34.38,7.85
(주)기가레인,049080,2018/12,24.61,-22.93,0,-1.38,-17.34,161.25,-12
(주)기가레인,049080,2019/12,-41.68,-59,0,-34.23,-63.3,319.74,-31.03
(주)기가레인,049080,2020/12,-39.15,82.87,0,-11.55,-58.27,106.96,-23.25
(주)기가레인,049080,2021/12,61.76,23.65,0,-5.16,5.09,58.86,3.59
(주)기가레인,049080,2022/12,-23.59,-2.03,0,-7.17,-15.2,50.52,-8.73
(주)기산텔레콤,035460,2018/12,-11.06,-10.37,0,-19.9,-5.9,77.56,-5.27
(주)기산텔레콤,035460,2019/12,18.8,10.21,0,18.88,5.22,92.53,5.69
(주)기산텔레콤,035460,2020/12,2.62,0.1,-98.52,6.05,0.49,101.89,0.49
(주)기산텔레콤,035460,2021/12,-10.08,-3.22,0,-0.33,-1.1,104.75,-0.96
(주)기산텔레콤,035460,2022/12,9.58,14.39,0,5.46,5.37,87.66,5.02
(주)까스텔바작,308100,2018/12,9.74,20.95,76.44,22.13,12.14,26.25,15.56
(주)까스텔바작,308100,2019/12,-11.9,22.12,-38.74,12.29,8.44,16.08,8.16
(주)까스텔바작,308100,2020/12,-17.31,6.26,-30.19,16.5,7.13,27.26,4.98
(주)까스텔바작,308100,2021/12,11,-14.1,0,11.96,-9.01,65.86,-6.13
(주)까스텔바작,308100,2022/12,-17.29,-12.99,0,2.4,-15,95.19,-7.89
(주)꿈비,407400,2021/12,,,,,,,
(주)꿈비,407400,2022/12,0,0,0,0,4.85,98.05,8.26
(주)나노,187790,2018/12,12.11,30.88,0,18.22,-0.57,82.06,-0.47
(주)나노,187790,2019/12,-10.07,8.05,0,7.28,-0.41,87.26,-0.27
(주)나노,187790,2020/12,-35.71,-14.7,0,-5.61,-22.03,112.36,-9.25
(주)나노,187790,2021/12,8.22,-26.76,0,-35.18,-29.77,104.01,-16.9
(주)나노,187790,2022/12,30.3,-23.57,0,-1.6,-18.38,183,-17.41
(주)나노브릭,286750,2018/12,20.11,107.56,0,-1.35,11.96,1086.75,4.72
(주)나노브릭,286750,2019/12,8.2,828.34,0,35.73,-10.04,73.51,-3.66
(주)나노브릭,286750,2020/12,,,,,,,
(주)나노브릭,286750,2021/12,,,,,,,
(주)나노브릭,286750,2022/12,0,0,0,0,-33.6,177.36,-8.53
(주)나노신소재,121600,2018/12,14.66,7.17,12.36,10.7,14.68,10.83,8.19
(주)나노신소재,121600,2019/12,-6.42,5.55,-24.38,3.47,11.87,8.64,5.79
(주)나노신소재,121600,2020/12,-0.75,-1.75,-71.57,4.65,3.4,15.72,1.58
(주)나노신소재,121600,2021/12,25.85,8.33,350.4,13.71,12.17,21.47,6.52
(주)나노신소재,121600,2022/12,30.86,99.25,158.16,76.3,24,7.47,11.45
(주)나노엔텍,039860,2018/12,8.35,48.12,0,-0.49,12.82,19.95,7.83
(주)나노엔텍,039860,2019/12,1.78,16.71,73.81,10.62,21.9,13.68,12.95
(주)나노엔텍,039860,2020/12,12.14,10.87,-52.41,13.24,9.29,16.11,5.5
(주)나노엔텍,039860,2021/12,21.54,15.07,167.51,18.25,20.46,19.32,12.7
(주)나노엔텍,039860,2022/12,-1.63,10.14,-36.28,1.32,13.25,9.76,7.42
(주)나래나노텍,137080,2018/12,,,,,,,
(주)나래나노텍,137080,2019/12,,,,,,,
(주)나래나노텍,137080,2020/12,0,0,0,0,2.7,176.45,1.76
(주)나래나노텍,137080,2021/12,63.22,36.27,682.56,17.78,12.93,138.95,12.64
(주)나래나노텍,137080,2022/12,-34.86,72.55,-85.57,24.03,2.86,71.76,1.51
(주)나무가,190510,2018/12,21.45,17.3,0,-16.6,1.15,235.29,2.75
(주)나무가,190510,2019/12,15.74,22.84,-109.28,63.78,-0.16,339.4,-0.37
(주)나무가,190510,2020/12,41.34,-13.32,0,-5.73,-1.54,377.88,-4.18
(주)나무가,190510,2021/12,0,0,0,0,3.18,203.89,9.21
(주)나무가,190510,2022/12,3.27,117.94,95.99,26.2,6.03,75.97,15.96
(주)나스미디어,089600,2018/12,-11.36,10.46,-22.98,-4.07,19.32,113.54,6.65
(주)나스미디어,089600,2019/12,9.76,7.14,9.01,17.53,19.22,132.63,6.82
(주)나스미디어,089600,2020/12,-4.59,17.84,11.01,18.47,20.72,110.32,5.94
(주)나스미디어,089600,2021/12,11.21,11.87,14.24,16.2,21.84,121.12,5.94
(주)나스미디어,089600,2022/12,22.74,9.92,2.42,5.63,18.98,113.67,5.74
(주)나이벡,138610,2018/12,,,,,,,
(주)나이벡,138610,2019/12,,,,,,,
(주)나이벡,138610,2020/12,,,,,,,
(주)나이벡,138610,2021/12,,,,,,,
(주)나이벡,138610,2022/12,,,,,,,
(주)나이스디앤비,130580,2018/12,23.08,17.29,44.99,20.74,17.87,25.36,17.95
(주)나이스디앤비,130580,2019/12,48.6,20.62,13.61,38.85,14.59,30.93,16.67
(주)나이스디앤비,130580,2020/12,6.29,14.44,1.68,10.94,13.74,27.41,13.61
(주)나이스디앤비,130580,2021/12,7.89,16.07,23.65,18.54,15.82,30.38,14.71
(주)나이스디앤비,130580,2022/12,3.95,15.85,3.1,3.02,15.47,27.05,13.58
(주)나인테크,267320,2018/12,,,,,,,
(주)나인테크,267320,2019/12,,,,,,,
(주)나인테크,267320,2020/12,,,,,,,
(주)나인테크,267320,2021/12,,,,,,,
(주)나인테크,267320,2022/12,0,0,0,0,0.47,396.11,0.29
(주)내츄럴엔도텍,168330,2018/12,-3.36,-30.44,0,-28.61,-260.27,67.64,-31.65
(주)내츄럴엔도텍,168330,2019/12,-26.3,-36.99,0,-20.24,-243.27,138.17,-29.12
(주)내츄럴엔도텍,168330,2020/12,101.31,-15.99,0,4.13,-22.63,221.07,-6.02
(주)내츄럴엔도텍,168330,2021/12,0,0,0,0,-47.56,11.85,-13.77
(주)내츄럴엔도텍,168330,2022/12,-5.07,-18.75,0,-21.55,-76.64,8.83,-23.62
(주)네오리진,094860,2018/12,,,,,,,
(주)네오리진,094860,2019/12,,,,,,,
(주)네오리진,094860,2020/12,,,,,,,
(주)네오리진,094860,2021/12,0,0,0,0,-9.86,24.41,-3.88
(주)네오리진,094860,2022/12,77.73,-7.88,0,-8.09,-6.61,24.12,-4.82
(주)네오셈,253590,2018/12,,,,,,,
(주)네오셈,253590,2019/12,0,0,0,0,-5.76,71.15,-2.45
(주)네오셈,253590,2020/12,78.65,15.3,0,-0.26,16.6,48.06,12.6
(주)네오셈,253590,2021/12,-23.57,17.8,-30.11,38.8,15.18,74.46,7.39
(주)네오셈,253590,2022/12,100.86,22.3,77.15,47.24,13.39,110.04,9.1
(주)네오오토,212560,2018/12,,,,,,,
(주)네오오토,212560,2019/12,,,,,,,
(주)네오오토,212560,2020/12,,,,,,,
(주)네오오토,212560,2021/12,,,,,,,
(주)네오오토,212560,2022/12,,,,,,,
(주)네오위즈,095660,2018/12,23.81,12.28,0,20.49,15.56,22.71,9.99
(주)네오위즈,095660,2019/12,18.1,8.24,-24.52,8.53,10.85,21.02,7.22
(주)네오위즈,095660,2020/12,13.8,19.95,149.03,20.44,21.47,21.17,14.17
(주)네오위즈,095660,2021/12,-9.81,18.53,-5.72,19.89,21.69,22.57,10.75
(주)네오위즈,095660,2022/12,12.77,-2.23,-76.99,-2.54,4.48,22.09,2.33
(주)네오위즈홀딩스,042420,2018/12,23.51,6.07,0,12.54,19.08,14.39,7.81
(주)네오위즈홀딩스,042420,2019/12,11.22,4.87,5.17,5.34,16.09,13.27,6.74
(주)네오위즈홀딩스,042420,2020/12,13.9,12.97,149.11,18.11,32.83,15.06,14
(주)네오위즈홀딩스,042420,2021/12,-6.89,17.14,25.7,20.32,38.5,17.91,12.81
(주)네오위즈홀딩스,042420,2022/12,10.64,-18.89,0,-9.01,-20.58,22.29,-7.26
(주)네오이뮨텍,950220,2019/12,,,,,,,
(주)네오이뮨텍,950220,2020/12,0,0,0,0,0,13.56,-31.84
(주)네오이뮨텍,950220,2021/12,0,92.39,0,95.54,0,15.42,-37.13
(주)네오이뮨텍,950220,2022/12,0,-26.14,0,-25.22,0,16.86,-36.96
(주)네오크레마,311390,2018/12,,,,,,,
(주)네오크레마,311390,2019/12,0,0,0,0,5.19,24.68,2.17
(주)네오크레마,311390,2020/12,50.79,5.19,35.22,4.16,4.58,23.6,2.84
(주)네오크레마,311390,2021/12,0.22,4.83,32.62,4.31,6,23.04,3.57
(주)네오크레마,311390,2022/12,-10.65,17.24,0,52.8,-2.92,60.79,-1.2
(주)네오티스,085910,2018/12,3.96,-3.46,0,6.92,7.03,94.46,3.79
(주)네오티스,085910,2019/12,-6.16,-2.23,-55.48,0.31,3.43,98.96,1.68
(주)네오티스,085910,2020/12,-10.47,-3.89,-85.95,18.49,0.98,143.84,0.39
(주)네오티스,085910,2021/12,0,0,0,0,11.7,94.14,5.36
(주)네오티스,085910,2022/12,21.81,3.96,-10.87,0.55,8.36,85.76,4.65
(주)네오팜,092730,2018/12,23.57,24.6,32.96,28.63,23.19,23.01,23.71
(주)네오팜,092730,2019/12,25.6,78.27,25.22,68.3,23.12,16.13,19.67
(주)네오팜,092730,2020/12,-1.94,11.38,-5.79,8.34,22.21,12.96,14.18
(주)네오팜,092730,2021/12,0,0,0,0,20.14,10.06,12.35
(주)네오팜,092730,2022/12,-3.3,9.14,-3.87,8.33,20.02,9.24,11.4
(주)네오펙트,290660,2018/12,0,0,0,0,-170.43,27.15,-26.82
(주)네오펙트,290660,2019/12,117.78,-56.07,0,30.89,-128.95,274.49,-38.28
(주)네오펙트,290660,2020/12,51.28,22.8,0,23.16,-81.09,224.14,-28.79
(주)네오펙트,290660,2021/12,24.34,-18.92,0,-9.27,-21,242.37,-8.81
(주)네오펙트,290660,2022/12,13.14,-47.52,0,-4.13,-36.72,426.13,-18.7
(주)네온테크,306620,2018/12,,,,,,,
(주)네온테크,306620,2019/12,,,,,,,
(주)네온테크,306620,2020/12,0,0,0,0,-12.26,117.33,-7.77
(주)네온테크,306620,2021/12,27.49,23.51,0,19.53,-8.94,110.32,-6.58
(주)네온테크,306620,2022/12,6.03,28.32,0,22.67,-15.23,100.84,-9.8
(주)네이블커뮤니케이션즈,153460,2018/12,,,,,,,
(주)네이블커뮤니케이션즈,153460,2019/12,,,,,,,
(주)네이블커뮤니케이션즈,153460,2020/12,,,,,,,
(주)네이블커뮤니케이션즈,153460,2021/12,,,,,,,
(주)네이블커뮤니케이션즈,153460,2022/12,,,,,,,
(주)네이처셀,007390,2018/12,,,,,,,
(주)네이처셀,007390,2019/12,,,,,,,
(주)네이처셀,007390,2020/12,,,,,,,
(주)네이처셀,007390,2021/12,,,,,,,
(주)네이처셀,007390,2022/12,0,0,0,0,-31.61,64.49,-7.25
(주)네패스,033640,2018/12,-4.11,23.23,279.36,-8.48,8.4,99.7,7.78
(주)네패스,033640,2019/12,30.37,30.18,26.97,84.99,8.73,173.63,7.74
(주)네패스,033640,2020/12,-2.28,-0.45,0,54.24,-18.24,207.63,-9.48
(주)네패스,033640,2021/12,21.77,-15.03,0,37.82,-6.97,314.08,-3.06
(주)네패스,033640,2022/12,40.56,40.63,0,2.45,16.08,188.52,8.45
(주)네패스아크,330860,2019/12,,,,,,,
(주)네패스아크,330860,2020/12,,,,,,,
(주)네패스아크,330860,2021/12,,,,,,,
(주)네패스아크,330860,2022/12,,,,,,,
(주)넥스턴바이오사이언스,089140,2018/12,,,,,,,
(주)넥스턴바이오사이언스,089140,2019/12,,,,,,,
(주)넥스턴바이오사이언스,089140,2020/12,,,,,,,
(주)넥스턴바이오사이언스,089140,2021/12,0,0,0,0,-26.12,49.83,-3.19
(주)넥스턴바이오사이언스,089140,2022/12,70.81,16.76,0,44.12,-16.17,84.95,-2.76
(주)넥스트아이,137940,2018/12,46.63,22.99,0,27.79,-8.01,49.51,-4.41
(주)넥스트아이,137940,2019/12,0.88,-4.31,0,-1.7,-3.45,56.05,-1.72
(주)넥스트아이,137940,2020/12,-60.46,48.69,0,-4.85,120.39,37.69,24.59
(주)넥스트아이,137940,2021/12,-17.53,-10.46,0,-11.53,-73.79,39.09,-13.53
(주)넥스트아이,137940,2022/12,12.21,-5.38,0,-12.13,-12.69,28.18,-2.96
(주)넥스트엔터테인먼트월드,160550,2018/12,70.54,-7.71,0,0.02,-9.16,98.71,-5.76
(주)넥스트엔터테인먼트월드,160550,2019/12,-7.47,-5.78,0,22.15,-7.43,157.11,-3.89
(주)넥스트엔터테인먼트월드,160550,2020/12,-5.86,-5.15,0,-11.99,-6.96,143.27,-3.32
(주)넥스트엔터테인먼트월드,160550,2021/12,4.01,22.33,0,26.03,-26.14,98.8,-12.25
(주)넥스트엔터테인먼트월드,160550,2022/12,6.55,-6.87,0,-4.21,-13.57,104.56,-6.21
(주)넥스트칩,396270,2020/12,,,,,,,
(주)넥스트칩,396270,2021/12,,,,,,,
(주)넥스트칩,396270,2022/12,,,,,,,
(주)넥스틴,348210,2018/12,0,0,0,0,-1.77,470.2,-1.2
(주)넥스틴,348210,2019/12,-27.34,-56.91,0,-2.99,-27.65,1183.82,-13.85
(주)넥스틴,348210,2020/12,426.37,3090.27,0,193.83,29.75,18.24,40.46
(주)넥스틴,348210,2021/12,0,0,0,0,31.65,15.77,23.79
(주)넥스틴,348210,2022/12,101.27,51.82,140.17,59.51,37.77,21.63,44.03
(주)넥슨게임즈,225570,2018/12,,,,,,,
(주)넥슨게임즈,225570,2019/12,,,,,,,
(주)넥슨게임즈,225570,2020/12,,,,,,,
(주)넥슨게임즈,225570,2021/12,,,,,,,
(주)넥슨게임즈,225570,2022/12,0,0,0,0,4.57,37.33,1.86
(주)넵튠,217270,2018/12,-11.47,-14.74,-199.12,17.52,-203.17,88.37,-30.78
(주)넵튠,217270,2019/12,-0.75,-5.04,0,-10.76,-115.26,86.55,-16.95
(주)넵튠,217270,2020/12,8.89,68.97,0,39.41,223.21,48.48,31.66
(주)넵튠,217270,2021/12,3.3,238.19,67.99,189.03,343.91,20.34,22.24
(주)넵튠,217270,2022/12,45.25,-2.29,0,-8.54,-578.58,12.28,-38.21
(주)노랑풍선,104620,2018/12,0,0,0,0,4.84,145.13,4.56
(주)노랑풍선,104620,2019/12,-17.24,39.94,-136.91,16.78,-2.16,104.55,-1.55
(주)노랑풍선,104620,2020/12,-74,-12.19,0,-30.78,-29.57,61.27,-6.07
(주)노랑풍선,104620,2021/12,-85.33,-11.9,0,10.5,-351.21,102.17,-12.28
(주)노랑풍선,104620,2022/12,651.41,-24.84,0,5.74,-109.43,184.56,-26.61
(주)노바렉스,194700,2018/12,32.72,52.14,17.1,48.08,8.53,34.43,10.28
(주)노바렉스,194700,2019/12,48.26,16.3,55,45.19,9.12,68.02,11.13
(주)노바렉스,194700,2020/12,40.06,25.95,70.95,39.6,11.22,85.79,13.52
(주)노바렉스,194700,2021/12,25.11,20.81,5,18.16,9.44,81.93,11.19
(주)노바렉스,194700,2022/12,1.04,29.68,-24.3,6.26,7.08,49.19,7.59
(주)노바텍,285490,2018/12,0,0,0,0,26.53,6.78,20.65
(주)노바텍,285490,2019/12,0.97,-8.58,-28.73,20.19,21.02,19.77,15.01
(주)노바텍,285490,2020/12,159.65,149.97,348.85,158.43,39.97,22.43,37.87
(주)노바텍,285490,2021/12,33.37,65.21,84.6,35.07,38.34,12.04,28.58
(주)노바텍,285490,2022/12,22.09,9.1,-59.06,4.39,12.91,9.59,10.01
(주)노블엠앤비,106520,2018/12,6.69,-35.67,0,-6.73,-64.15,197.13,-36.15
(주)노블엠앤비,106520,2019/12,17.08,30.95,0,-3.49,-18.56,115.83,-12.91
(주)노블엠앤비,106520,2020/12,-56.09,-72.74,0,-46.24,-155.77,392.58,-63.02
(주)노블엠앤비,106520,2021/12,-37.81,271.15,0,91.61,-101.09,146.52,-24.94
(주)노블엠앤비,106520,2022/12,-27.33,7.93,0,-27.83,-305.94,63.02,-48.49
(주)노터스,278650,2018/12,26.92,28.84,-17.61,33.68,10.35,103.43,10.08
(주)노터스,278650,2019/12,23.64,102.54,18.03,40.67,9.89,43.02,8.65
(주)노터스,278650,2020/12,27.11,28.14,97.88,20.62,14.68,34.88,12.65
(주)노터스,278650,2021/12,10.05,20.4,32.87,27.5,17.91,42.59,13.66
(주)노터스,278650,2022/12,33.96,5.73,0,79.87,-3.33,142.4,-2.17
(주)녹십자셀,031390,2018/12,0,0,0,0,46.97,85.68,11.09
(주)녹십자셀,031390,2019/12,28.02,26.09,-20.96,22.61,29.17,80.65,7.92
(주)녹십자셀,031390,2020/12,7.74,19.12,-81.96,12.99,4.93,71.46,1.23
(주)녹십자엠에스,142280,2018/12,-12.26,-36.76,0,3.91,-13.01,281.62,-17.89
(주)녹십자엠에스,142280,2019/12,8.99,223.18,0,38.91,-17.38,75.04,-21.4
