일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-11-28,헤럴드경제,"영국, 대한항공-아시아나 시정조치안 수용 사실상 합병 승인","영국,대한항공,미국,시정조치안,독과점,cma,신고국,기업결합,eu,아시아나항공,항공권,조치안,중국,일본,유럽연합,터키,14개국",http://biz.heraldcorp.com/view.php?ud=20221128000727
2022-11-28,중앙일보,"영국, 대한항공-아시아나 시정안 수용 합병 승인 가능성 커져","대한항공,영국,cma,런던,미국,신고국,가능성,시정조치안,승객들,서울,일본,인천,조치안,eu,법무부,유럽연합,시정안,독과점,중국,항공사,아시아나,시장청,관계자",https://www.joongang.co.kr/article/25121284
2022-11-28,아시아경제,"英, 대한항공 아시아나 합병 사실상 승인","영국,대한항공,cma,시정안,경쟁당국,일본,중국,유럽연합,인천,9개국,14개국,미국,런던,독과점,경쟁청,항공사,아시아나항공,아시아나,5개국,eu,합병,승인,결정,당국,성사,최종,수용,조사",https://view.asiae.co.kr/article/2022112821163405031
2022-11-28,서울경제,"영국, 대한항공-아시아나 합병 '독과점 해소' 시정조치안 수용 최종 승인 가능성 커져","대한항공,영국,항공사,시정조치안,한국,cma,미국,런던,독과점,기업결합,뉴욕,비행기,중국,일본,항공권,eu,가능성,만큼,터키,위원회,14개국,대만",http://www.sedaily.com/NewsView/26DSX7F8FM
2022-11-28,한국경제,"英경쟁당국, 대한항공-아시아나항공 합병 사실상 승인","영국,대한항공,시정안,한국,아시아나항공,cma,유럽,대만,필리핀,홈페이지,기업들,중국,미국,항공권,말레이시아,싱가포르,만큼",https://www.hankyung.com/economy/article/202211280556i
2022-11-28,헤럴드경제,"영국, 대한항공 아시아나 합병 시정안 수용 EU 심사에 긍정적 영향 미칠까","대한항공,영국,항공사,한국,기업결합,cma,신고국,만큼,런던,시정조치안,미국,시정안,eu,임의신고국,가능성,뉴욕,비행기,유럽연합,조치안,항공권,일본",http://biz.heraldcorp.com/view.php?ud=20221128000726
2022-11-28,조선일보,"영국, 대한항공 아시아나 합병 사실상 승인","대한항공,영국,cma,수정안,서울,아시아나,런던,유럽연합,일본,유이,중국,승객들,항공사,직항편,미국,법무부,기업결합심사,4국,독과점,기업결합,시장청,아시아나항공,eu,합병,방안",https://www.chosun.com/economy/industry-company/2022/11/28/CEW77RXVEFEKHPPVKUKWESFQ7Q/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-11-28,머니투데이,"영국, 대한항공-아시아나항공 합병 시정안 수용 ""합리적 근거 있어""","대한항공,영국,시정안,cma,경쟁당국,일본,중국,유럽연합,항공권,소비자,14개국,9개국,기업결합심사,미국,조치안,2주,경쟁청,관계자,아시아나항공,5개국,eu,합병,결정,수용,승인,당국,기간,유예,시장,이달,하락",http://news.moneytoday.co.kr/view/mtview.php?no=2022112820030926416&type=2
2022-11-28,파이낸셜뉴스,"영국 ""대한항공-아시아나항공 합병 시정안, 원칙적 수용""","영국,대한항공,항공사,서울,cma,신고국,시정안,한국,아시아나항공,터키,미국,뉴시스,강서구,싱가포르,호주,기업결합심사,가능성,대만,말레이시아,필리핀,베트남,태국",http://www.fnnews.com/news/202211281949348696
2022-11-28,경상일보,울산공항 악재 산더미 묘수는 '아직',"에어부산,울산공항,항공기,진에어,대한항공,김포,국제선,자회사,미국,아시아나,a320,울산",www.ksilbo.co.kr/news/articleView.html?idxno=954181
2022-11-28,경상일보,"[사설]울산공항 활성화, 정부와 울산시 머리 맞대야","울산공항,울산,항공사,에어부산,우리나라,울산시,활성화,항공기,대한항공,계획안,진에어,김포,제주,속수무책,지방공항,5대,활주로,제주노선,동계시즌,전후방,석유화학,영국,교통부,상생매개체,미국,자동차,이용률",www.ksilbo.co.kr/news/articleView.html?idxno=954139
2022-11-29,세계일보,"영국, 대한항공-아시아나 합병안 사실상 수용 남은 4개국 입장은?","미국,대한항공,영국,경쟁당국,항공사,일본,중국,아시아나항공,신고서,조치안",http://www.segye.com/content/html/2022/11/29/20221129511892.html
2022-11-29,매일경제,"영국, 대한항공 아시아나 합병 사실상 승인 아시아나항공 10%대 강세","대한항공,영국,아시아나항공,1만,cma,아시아나,항공사,조치안,거래일,만큼,런던,일본,유럽연합,베트남,대만,시정안,태국,터키,급등세",http://www.mk.co.kr/article/10549450
2022-11-29,한국경제,"[한경라씨로] 영국, 대한항공과 아시아나항공 합병 사실상 승인...항공주 강세","아시아나항공,대한항공,영국,전거래일,에어부산,대한항공우,한경라,한경라씨,아시아나,일본,시장청,유럽연합,중국,시간대,최고가,인공지능,시간대별,에어서울,상한가,경쟁시장청,미국,급상승,관련주들,9개국,lcc,진에어,항공주,550원,idt",https://www.hankyung.com/finance/article/2022112926586
2022-11-29,매일경제,대한항공 아시아나 합병에 청신호 켜졌다,"대한항공,영국,항공사,신고국,미국,임의신고국,아시아나항공,cma,만큼,한국,독과점,시정조치안,거래일,아시아나,가능성,1만,필수신고국,런던",http://www.mk.co.kr/article/10549602
2022-11-29,MBC,"코스피 1%대 상승, 2430선 아시아나IDT 상한가","코스피,3거래일,중국,기대감,외국인,코스닥,카타르월드컵,아시아나,상한가,부동산,코로나19,제주맥주,제주,청신호,대한항공,아시아나항공,2차,삼성증권,아웃도어,2430선,오름세,전시회,효성티앤씨,동조화",https://imnews.imbc.com/replay/2022/nw1700/article/6431691_35729.html
2022-11-29,KBS,[대담한K] 통합LCC 본사 ‘부산 유치’ 해법은?,"항공사,부산,김재원,신라대학교,아시아나항공,대한항공,가덕신공항,항공대학장님,자회사,에어부산,대학장,lcc,통합lcc,유치,통합,지역,항공,성공,인수,연결,앵커,추진,존립,해법",https://news.kbs.co.kr/news/view.do?ncd=5612560&amp;ref=DA
2022-11-29,한국경제,대한항공 아시아나 합병 英 '사실상 승인'으로 선회,"영국,시정안,미국,대한항공,아시아나항공,가능성,중국,cma,기업들,홈페이지,유럽,촉진법,유럽연합,소비자,일본,eu,기업법,경쟁청,아시아나,승인,심사,당국,제출",https://www.hankyung.com/economy/article/2022112807451
2022-11-29,아시아경제,"英, 대한항공 합병 사실상 승인 美는 해 넘길듯","영국,대한항공,시정조치안,미국,조치안,가능성,경쟁당국,신고국,eu,기업결합,필수신고국,항공업계,항공권,cma,항공업,아시아나항공,운수권,항공사,유럽노선,14곳,공정위,유럽,사전협의",https://view.asiae.co.kr/article/2022112908400190284
2022-11-29,파이낸셜뉴스,"티웨이항공, 투자의견 목표가↓...자본 확충 위험 크다-흥국","티웨이항공,흥국증권,장거리,연구원,이병근,국제선,자본잠식률,피카츄제트,목표주가,아시아나항공,대한항공,4000원,lcc,1854억",http://www.fnnews.com/news/202211290850070477
2022-11-29,머니투데이,英 난기류 무사 통과 대한항공-아시아나 합병 승인에 주가↑,"대한항공,영국,아시아나항공,시정안,cma,아시아나,관계자,항공권,1만,기업결합심사,850원,소비자,난기,거래일,시장청,아시아나idt,idt,승인,상승,수용,결정,합병,기간,서비스,주가,무사,경쟁,최종,통과,가격,계획,거래,결합",http://news.moneytoday.co.kr/view/mtview.php?no=2022112909082316558&type=2
2022-11-29,한국경제,英당국 합병승인에 아시아나 19% 강세 대한항공도↑,"대한항공,영국,아시아나,아시아나항공,1만,사실상,일본,중국,cma,시정안,유럽연합,다각도,2200원,eu,미국,법무부,기업결합,4국,합병승인,항공사,시간date,합병,승인,심사,강세,입장,검토,대비,당국,막바지,전일,추가,사실,원칙적",https://www.hankyung.com/finance/article/2022112912476
2022-11-29,머니투데이,[매매의 기술] 英 항공 빅2 합병 ‘사실상 승인’으로 선회 <아시아나항공> vs 일회용품 규제 강화에 주목 받는 <대영포장>,"일회용품,박진섭,아시아나항공,황금선,대영포장,아시아나,단야선생,머니투데이,mtn,vs,합병승,최희정,가능성,hot,시정안,타이밍포착,관심주,대한항공,박스권,김난영,관련주,분기점,제지주",http://news.moneytoday.co.kr/view/mtview.php?no=2022112909107054406&type=2
2022-11-29,아시아경제,"[특징주] 합병 기대감, 대한 아시아나항공 '급등'","영국,대한항공,아시아나항공,기업결합심사,아시아나,일본,유럽연합,중국,조치안,런던,인천,한진칼우,대한항공우,cma,미국,독과점,시장청,항공사,경쟁시장청,상승세,기대감,그룹주,idt,eu,아시아나idt,경쟁,합병,이날,전장,급등,심사,시장,주가,증시",https://view.asiae.co.kr/article/2022112909340044935
2022-11-29,서울경제,[특징주] 英 대한항공-아시아나 합병 승인 기대감에 강세,"대한항공,영국,아시아나항공,에어부산,시정조치안,아시아나,상한가,거래일,만큼,미국,신고국,일본,금호아시아나,cma,중국,eu,계열사,상승세,기업결합심사,시장청,조치안,유럽연합,필수신고국,경쟁시장청,독과점,가능성,아시아나idt,기대감,idt,합병,승인,기업,수용",http://www.sedaily.com/NewsView/26DTBOR0V3
2022-11-29,전자신문,[ET라씨로] 날아오른 대한 아시아나株 아시아나IDT 상한가,"대한항공,아시아나항공,영국,시정조치안,실시간,ai,cma,아시아나,에어부산,상한가,아시아나idt,조치안,만큼,인공지능,런던,2365원,가격제한폭",http://www.etnews.com/20221129000032
2022-11-29,세계일보,"“사실상 승인” 영국, 대한항공-아시아나 합병 관련 시정안 수용","영국,대한항공,시정조치안,조치안,시정안,항공사,cma,런던,아시아나합병,경쟁당국,뉴시스,국가들,미국,기업결합심사,독과점,시장청,아시아,나합병,한국,만큼,관계자,아시아나항공,아시아나,합병,승인,결정,수용,심사,기간",http://www.segye.com/content/html/2022/11/29/20221129505376.html
2022-11-29,헤럴드경제,[특징주] ‘합병 청신호’ 고공비행 날개 단 대한 아시아나항공 일제히 급등,"대한항공,아시아나항공,영국,1만,아시아나,시정조치안,cma,조치안,고공비행,독과점,만큼,일본,가격제한폭,유럽연합,중국,유가증권시장,런던,인천,5개국,에어부산,미국,진에어,항공사",http://biz.heraldcorp.com/view.php?ud=20221129000182
