일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-08-25,SBS,"대한항공, 컵대회 준결승행 임동혁 26득점","임동혁,컵대회,26득점,대한항공,2연승,준결승,토종,선수,최다,배구,남자,득점,상무,거포",https://news.sbs.co.kr/news/endPage.do?news_id=N1006872104&plink=ORI&cooper=ETC
2022-08-25,경인일보,"대한항공, 상무 마저 격파 컵대회 순항","대한항공,임동혁,정지석,컵대회,김민재,우승컵,안산,순천,이준,팔마체육관,남자부,조재영,이시우,이태호,2승,5번,전남,역전승,인천,26득점,1점",http://www.kyeongin.com/main/view.php?key=20220824010004363
2022-08-26,서울경제,"현대카드, PLCC 파트너사들과 ‘도메인 갤럭시 카운슬’ 개최","현대카드,갤럭시,파트너사,파트너사들,카운슬,넥슨,사이언스,이마트,정태영,plcc,서울,야놀자,미래에셋증권,대한항공,아메리칸익스프레스,인공지능,현대차,도메",http://www.sedaily.com/NewsView/269Y50P4A3
2022-08-26,머니투데이,"현대카드, PLCC 파트너사들과 '도메인 갤럭시 카운슬' 개최","현대카드,갤럭시,파트너사,plcc,파트너사들,사이언스,이마트,넥슨,카운슬,여의도,도메,부회장,정태영,상업자,야놀자,상업자표시신용카드,미래에셋증권,한자리,대한항공,아메리칸익스프레스,서울,현대차,인프라화",http://news.moneytoday.co.kr/view/mtview.php?no=2022082609175180961&type=2
2022-08-26,경남신문,"BNK경남은행, 올해 말까지 ‘BC카드 무이자할부’ 이벤트","경남bc카드,경남은행,최금렬,경남,bnk경남은행,인터넷뱅킹,알파카드,뱅킹앱,bnk,롯데면세점,신라면세점,여행사,면세점,5만,오프라인,3개월,백화점,연회비,롯데마트,신세계백화점,아시아나항공,단디,이마트,캐시백,롯데백화점,플러스알파카드,요즘쇼핑카드,대한항공,플래티늄,2030플래티늄,가맹점,사업부,bc",
2022-08-26,헤럴드경제,"현대카드, 파트너사 한자리에...데이터사업 비전 공유","현대카드,갤럭시,파트너사,파트너사들,이태형,plcc,서울,사이언스,카운슬,미래에셋증권,넥슨,야놀자,아메리칸익스프레스,대한항공,이마트,정태영,도메,현대차,인공지능,스타벅스,인프라화,상업자,데이터사업,한자리,차별성,여의도,galaxy,council",http://biz.heraldcorp.com/view.php?ud=20220826000352
2022-08-27,중부일보,"프로배구 컵대회, 수원 한국전력-인천 대한항공 결승 맞대결","한국전력,대한항공,준결승,순천,우리카드,삼성화재,김지한,수원,제천,남자부,아웃사이드,맞대결,팔마체육관,스파이커,청주,아포짓,안산,마산,천안,공격수",www.joongboo.com/news/articleView.html?idxno=363555653
2022-08-27,YTN,"대한항공 vs 한국전력, KOVO컵 대회 결승 맞대결","대한항공,한국전력,맞대결,결승전,vs,kovo,18득점,정지석,김지한,임도혁,60점,디펜딩,우리카드,준결승,코보,삼성화재,ytn,결승,대회,챔피언,득점,진출,합작,활약,완파",https://www.ytn.co.kr/_ln/0107_202208271824568090
2022-08-27,조선일보,"[스포츠 브리핑] 삼성화재, 3전 전승으로 준결승 진출 외","조코비치,미국,남자부,3대,순천,준결승,팔마체육관,대한항공,us오픈,삼성화재,전남,3차,호주,국군체육부대,도드람컵,뉴욕,코로나,노바크,세르비아,ok,ok금융그룹,예선,오픈,대회,진출,백신,불참,마지막,스코어",https://www.chosun.com/sports/sports_general/2022/08/27/XSZ7LH2X7JAPBLT256JD35G5PA/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-08-27,조선일보,[오늘의 경기] 2022년 8월 27일,"한화,인천,남자부,순천,군산,팬텀,임찬규,서준원,잠실,롯데,jtbc,k리그,모리만도,인천전용구장,부천,대전월드컵,생활체육tv,광주전용구장,안양,부산,김포,울산,안우진,강원,광주,서울,수원,삼성화재,도드람,안양종합운,제주,수원월드컵,대한항공,우리카드,바디프랜드,한국전력,klpga,도드람컵대회,코리안투어",https://www.chosun.com/sports/sports_general/2022/08/27/TZ3XZLG6T5H7JMLXUPUIYDZMM4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
