일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-06-25,내일신문,"세종대 대학원 우주항공시스템공학과, 산업체 특별전형 모집","세종대,산업체,대학원,우주항공시스템공학,방산업체,계약학,학사학위,넥스원,공학과,학생들,우주항공시스템공학과,한화,연구활동지원금,등록금,대한항공,교과과정,예정자,수행체계,학년도,세종대학교,지원금,신입생,입학금,현장실습,방위산업청,배덕효,연구성,주관대학,석사학위,lig,인턴십",http://www.naeil.com/news_view/?id_art=427292
2022-06-26,중앙일보,"유류할증료 30만원 넘고, 환율까지 치솟아 항공사 또 악재","항공사,국제선,항공유,항공권,고유가,항공업계,4만,고환율,증료,유류할증료,코로나,항공기,30만,대한항공,할증료,관계자,항공업,배럴,최고가",https://www.joongang.co.kr/article/25082056
2022-06-26,디지털타임스,`3高` 난기류 항공업계 다시 위태,"대한항공,항공사,국제항공운송협회,유류비,항공업계,국제선,1300원,항공업,아시아나항공,증료,소비자,비례별,관계자,조원태,항공권",http://www.dt.co.kr/contents.html?article_no=2022062702100932031001&ref=jeadan
2022-06-26,세계일보,재도약 준비 항공 면세업계 ‘고환율 시련’,"항공사,면세점,대한항공,코로나19,항공기,면세업,면세업계,1300원,고환율,국제선,내국인,외국인,휴가비,중국,조원태,서울,재도약,항공사들",http://www.segye.com/content/html/2022/06/26/20220626513058.html
2022-06-27,아시아경제,"올해는 관중석서 만나요!  고성군, 대한항공배 전국 대학 배구대회 개최","고성군,한국대학배구연맹,우석대,코로나19,호남대,그간,대한항공,여자부,1000여명,영남,한양대,경상국립대,성균관대,명지대,홍익대,인하대,남자부,경희대,충남대,중부대,영남취재본부,조선대,league,단국대,고성군배구협회,목포과학대,소상공인,우승팀,목포대,경일대",https://view.asiae.co.kr/article/2022062718131274041
2022-06-27,YTN,대한항공 기내 서비스 정상화 '시동'...7월부터 기내 담요 제공,"대한항공,감염병,국제선,코로나19,정상화,항공권,비행시간,탑승객,기내식,한상차림,ytn,기내,서비스,제공,정상,담요,방식,주간,예방,사태,클래스,비즈니스,예정,요리,코스,시간,비행,개인,가격,차원,축소,계획",https://www.ytn.co.kr/_ln/0102_202206271654305892
2022-06-27,세계일보,고유가 고금리에 고환율까지...암초 만난 항공업계,"항공업계,대한항공,국제선,항공기,4만,증료,코로나19,항공업,미국,국제항공운송협회,아시아나항공,항공사,소비자,고유가,1300원,조원태,한진그룹,조성우,유류비,3단계,33만,항공사들",http://www.segye.com/content/html/2022/06/27/20220627512981.html
2022-06-27,중앙일보,나아지나 했는데 항공사 면세점 ‘환율 쇼크’,"항공사,국제선,항공유,고환율,4만,항공권,롯데면세점,신라면세점,항공업,항공업계,면세업계,코로나19,엔데믹,대한항공,소비자,면세점,관계자,할증료",https://www.joongang.co.kr/article/25082167
2022-06-28,동아일보,"대한항공, 코로나19 파고 넘고 ‘여객 회복’ 본격 닻 올린다","인천,코로나19,여객기,대한항공,항공기,7회,복항,2회,국제선,팬데믹,김포,5회",https://www.donga.com/news/article/all/20220628/114185268/1
2022-06-28,중앙일보,인천공항 하루 5만명 눈 앞...담요 등 기내 서비스도 돌아온다,"국제선,코로나,대한항공,여객기,일본,이용객,인천공항,김포공항,관계자,아시아나항공,하네다,김포,승무원,4만",https://www.joongang.co.kr/article/25082732
2022-06-28,디지털타임스,대한항공 만족도 `최우수`... 에어서울과 제주항공은 만족도 낮아,"항공사,만족도,국제선,에어서울,편리성,대한항공,국토부,이용자,아시아나항공,국내선,8곳,제주,최우수,중국,김해공항,체크인,제주항공,인천",http://www.dt.co.kr/contents.html?article_no=2022062802109963032001&ref=jeadan
2022-06-28,동아일보,"대한항공, 여객노선 운항 조기 회복 박차 “내친김에 기내 서비스까지 업그레이드”","인천,국제선,대한항공,7회,여객기,항공기,팬데믹,승무원,코로나19,에어버스,2회",https://www.donga.com/news/article/all/20220628/114182721/1
2022-06-28,국민일보,"에어부산, 항공교통서비스평가 모두 '최고 등급'","에어부산,항공사,이용자,국내선,국제선,만족도,안전성,국토교통부,정시율,에어서울,제주항공,아시아나항공,강원,티웨이항공,1건,친절도,제주,진에어,대한항공,소비자,플라이강원,사업자,이용자들,교통부,평균치,1위,항공교통서비스평가",https://news.kmib.co.kr/article/view.asp?arcid=0017222887&code=61141411&cp=kd
2022-06-28,한국경제,"""좌석 다시 붙인다"" 국제선 운항 늘리는 대한항공","여객기,인천,대한항공,코로나19,국제선,항공기,다음달,7회,3개월,관계자,승무원,14회,성수기,정상화,화물전용,10대,5회",https://www.hankyung.com/economy/article/2022062825641
2022-06-28,경향신문,대한항공 7~8월 성수기 앞두고 국제선 운항 대폭 늘린다,"인천,대한항공,국제선,승무원,여객기,7회,3개월,성수기,5회,4회,2회,코로나19,14회,3회,김포공항,비빔밥",https://www.khan.co.kr/economy/economy-general/article/202206281127001
2022-06-28,한국일보,"기내식에 불고기 묵밥 비빔국수도 대한항공, 한식 메뉴 늘리며 손님맞이 한창","인천,대한항공,코로나19,국제선,2회,기내식,효자,여객기,팬데믹",https://hankookilbo.com/News/Read/A2022062813420003632
2022-06-28,매일경제,[포토] 2년 3개월만에 열리는 김포~하네다 하늘 길,"김포,아시아나항공,199석,대한항공,하네다,서울,코로나바이러스,188석,174석,국제선,김포국제공항,일본,일본공수,290석,출국장,강서구,일본항공,b787,코로나19,일요일,감염증,하늘길,240석,a330,b767,a321,b737,투입,노선,신종,운항,하늘,공수,사진,토요일,사태,금요일",http://news.mk.co.kr/newsRead.php?no=565570&year=2022
2022-06-28,조선일보,대한항공 국제선 운항 정상화 시작... “9월까지 코로나 이전 50% 회복”,"대한항공,코로나,여객기,국제선,정상화,3회,7회,보잉,5회,항공기,뉴욕,공급량,워싱턴,호놀룰루,10대,14회",https://www.chosun.com/economy/industry-company/2022/06/28/F7SKBDT3FZG27HDR6G5U4LAFAQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-06-28,서울경제,국제선 조기 정상화 나선 대한항공 9월까지 코로나 이전 50% 수준 회복,"인천,대한항공,항공기,코로나19,7회,여객기,2회,3개월,국제선,승무원,5회,4회",http://www.sedaily.com/NewsView/267F6Y2PHM
2022-06-28,아시아경제,"대한항공, 국제선 확대 9월까지 코로나 이전 50% 회복","인천,대한항공,코로나19,국제선,7회,항공기,2회,4회,코로나,공급량,5회",https://view.asiae.co.kr/article/2022062809534331971
2022-06-28,파이낸셜뉴스,"대한항공, 9월까지 여객 노선 50% 회복.. 기내 서비스 개선","인천,대한항공,7회,항공기,코로나19,국제선,여객기,2회,승무원,복항,5회,4회,김포,14회,기내식",http://www.fnnews.com/news/202206280924090978
2022-06-28,디지털타임스,"국제선 노선 코로나 이전으로 대한항공, 증편 서비스 개선","인천,7회,코로나19,국제선,대한항공,5회,승무원,14회,3회,4회,다음달,1회,보잉",http://www.dt.co.kr/contents.html?article_no=2022062802109932031001&ref=jeadan
