일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-09-04,헤럴드경제,제주 부산 잇는 하늘길 뱃길 끊긴다,"항공편,여객선,대한항공,부산,제주,국내선,제주항,하늘길,목포행,뱃길,제주발,에어부산,아시아나항공,바닷길,1천,항공기,김해공항,항공사별,직격탄,항공업,김포,항공사,비행기,제주도,진에어,힌남노,1척",http://biz.heraldcorp.com/view.php?ud=20220904000161
2022-09-04,YTN,내일 제주 부산 국내선 무더기 결항...뱃길도 막혀,"항공편,여객선,대한항공,국내선,제주,에어부산,부산,뱃길,제주항,국제선,목포행,제주발,949척,하늘길,힌남노,인천공항,바닷길,아시아나항공,항공기,항공사별,1편,항공사,김포",https://www.ytn.co.kr/_ln/0115_202209041818366460
2022-09-04,세계일보,‘태풍전야 한반도’ 제주 주택가 잠기고 관광객 ‘발동동’,"제주,부산,힌남노,대정읍,제주도,목포,병무청,여객선,항공편,마린시티,서귀포시,김포,대한항공,탐방로",http://www.segye.com/content/html/2022/09/04/20220904515188.html
2022-09-04,YTN,내일 제주 국내선 무더기 결항...뱃길도 막혀,"항공편,제주,여객선,대한항공,국내선,에어부산,뱃길,제주항,국제선,목포행,부산,제주발,949척,힌남노,하늘길,인천공항,아시아나항공,바닷길,항공기,항공사별,1편,항공사,진에어,비행기",https://www.ytn.co.kr/_ln/0115_202209041831172206
2022-09-04,파이낸셜뉴스,[태풍 힌남노] 5일부터 남해 지역 항공편과 선박 대부분 결항,"항공편,여객선,제주,부산,대한항공,국내선,여수,목포,인천,에어부산,힌남노,완도,항공사,제주도,김해공항,제주발,1척,제주행",http://www.fnnews.com/news/202209042027502775
2022-09-04,조선일보,"제주, 내일부터 항공 전면 결항... 부산은 모레 모든 학교 원격수업","여객선,항공편,제주,부산,대한항공,여수,목포,힌남노,완도,김해공항,국내선,항공사,수도권,1척",https://www.chosun.com/national/regional/2022/09/04/V7CDTGFBQJAQJLRQBOQOSDDAVA/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-09-04,경향신문,5일 제주 부산 오가는 국내선 무더기 결항 뱃길도 끊겨,"제주,항공편,여객선,부산,국내선,뱃길,김해공항,항공사,제주항,목포행,제주발,대한항공,아시아나항공,직격탄,하늘길,바닷길,항공기,제주항공,제주도,1천,힌남노",https://www.khan.co.kr/local/local-general/article/202209042140001
2022-09-04,YTN,하늘길 뱃길 무더기 결항...국립공원 전면 통제,"국립공원,제주,항공편,상인들,북한산,북한산국립공원,뱃길,코앞,머릿속,월요일,국내선,김태원,우이령,힌남노,대명절,시민들,홍순복,장주영,사무소,진입로,방앗간,대한항공,부산,관계자,등산객",https://www.ytn.co.kr/_ln/0103_202209042157524181
2022-09-04,한라일보,[힌남노 북상] 5일 제주 오가는 국내선 무더기 결항,"제주,항공편,여객선,대한항공,국내선,에어부산,부산,항공사,김해공항,제주항,국제선,목포행,한라산국립공원,제주발",http://www.ihalla.com/article.php?aid=1662287267731658121
2022-09-04,아주경제,'태풍 힌남노 북상' 제주 부산행 비행기 배 무더기 결항,"제주,비행기,여객선,항공편,국내선,에어부산,김해공항,부산,대한항공,힌남노,국제선,제주발,한라산국립공원,아시아나항공,인천공항,선박들,관계자,1편,항공사,진에어,17척",https://www.ajunews.com/view/20220904180835071
2022-09-04,YTN,하늘길 뱃길 무더기 결항...국립공원 전면 통제,"국립공원,제주,항공편,상인들,북한산,북한산국립공원,뱃길,코앞,머릿속,월요일,국내선,김태원,우이령,힌남노,대명절,시민들,홍순복,장주영,사무소,진입로,방앗간,대한항공,부산,관계자,등산객",https://www.ytn.co.kr/_ln/0103_202209041803409832
2022-09-04,서울경제,"“강풍 폭우 동반 역대급 태풍” 중대본, 위기경보 3단계 격상","힌남노,기상청,제주,부산,국내선,긴장감,서귀포시,주의보,역대급,시간대,3단계,여객선,가능성,해수면,대한항공,남남서쪽,루사",http://www.sedaily.com/NewsView/26AXZW9GSR
2022-09-04,YTN,[속보] 태풍 '힌남노' 북상에 내일 대한항공 국내선 70편 결항 조치,"국내선,대한항공,힌남노,제주,부산,ytn,결항,조치,출발,북상,태풍,도착",https://www.ytn.co.kr/_ln/0102_202209041539337121
2022-09-04,한국일보,"제주 부산 울산 여수, 공항 가기 전 항공편 정보 꼭 확인하세요","대한항공,타이베이,힌남노,항공편,제주,아시아나항공,인천,부산,국제공항,국내선,제주국제공항,김해국제공항,관계자,여수공항,아시아나,국제선",https://hankookilbo.com/News/Read/A2022090411590004988
2022-09-05,서울경제,"“부산에서 인천공항 바로간다” 대한항공, 환승전용 내항기 운항 재개","인천공항,내항기,국제선,대한항공,김해공항,부산,수하물,김해,보잉,승객들,인천공항발,세관검사,항공편,인천,위탁수하물,경남,코로나19,목적지,입국심사,관계자,출국심사",http://www.sedaily.com/NewsView/26AYFAYCHT
2022-09-05,아주경제,"​대한항공, 김해-인천공항 구간 '환승전용 내항기' 운항 재개","인천공항,대한항공,내항기,김해공항,국제선,김해,수하물,보잉,부산,여객기,승객들,환승전,세관검사,항공편,인천,위탁수하물,경남,코로나19,목적지,입국심사,출국심사",https://www.ajunews.com/view/20220905140339548
2022-09-05,한라일보,[힌남노 북상] 5일 오후 2시 이후 제주 모든 항공편 결항,"제주,항공편,국내선,국제공항,제주국제공항,바닷길,한국공항공사,힌남노,급변풍,비바람,아시아나항공,항공사들,풍랑주의보,12척,하늘길,대한항공,항공사,주의보,제주지역본부,군산,결항,도착,출발,태풍,이날",http://www.ihalla.com/article.php?aid=1662342307731670010
2022-09-05,전자신문,"대한항공, 김해-인천 '환승전용 내항기' 운항 재개","인천공항,내항기,김해공항,국제선,대한항공,김해,수하물,인천,보잉,인천공항발,항공편,위탁수하물,코로나19,목적지,입국심사・세관검사・검역,관계자,출국심사,부산,환승전,ke1407,ke1408,ke1401,ke1402,출발,재개,운항",http://www.etnews.com/20220905000133
2022-09-05,디지털타임스,"대한항공, 2년6개월 만에 김해~인천공항 `환승전용 내항기` 운항 재개","인천공항,김해공항,내항기,대한항공,국제선,수하물,김해,세관검사,항공편,코로나19,위탁수하물,인천,부산,목적지,입국심사,관계자,출국심사,환승전,출발,운항,지방,탑승,심사,재개,수속,출국,가능,환승,승객",http://www.dt.co.kr/contents.html?article_no=2022090502109932031004&ref=jeadan
2022-09-05,매일경제,제주 전역 ‘태풍경보’ 발효 한라산에 초속 34.5m 강풍,"제주,항공편,대정읍,남남서쪽,한라산,바닷길,힌남노,태풍경보,서귀포시,강수량,기상청,삼각봉,제주도,대한항공,영락리,항공사,진달래밭비,가거도,동일리,무릉리",http://news.mk.co.kr/newsRead.php?no=784436&year=2022
2022-09-05,경남도민일보,"대한항공, 김해~인천 환승전용 내항기 운영 2년 6개월 만에 재개","인천공항,내항기,김해공항,환승전용,대한항공,국제선,수하물,김해,인천,부산,보잉,6개월,세관검사,위탁수하물,코로나19,부산지역,목적지,입국심사,항공편,경남,관계자,출국심사,sim,이용객,ke1407,ke1408,ke1401,ke1402,출발,탑승",http://www.idomin.com/news/articleView.html?idxno=803974
2022-09-05,서울신문,"대한항공, 김해~인천 ‘환승전용 내항기’ 운항 재개","인천공항,내항기,김해공항,국제선,김해,대한항공,수하물,인천,부산,보잉,승객들,코로나19,세관검사,항공편,위탁수하물,경남,개선대한항공,목적지,입국심사,관계자,출국심사,ke1407,ke1408,ke1401,ke1402,환승전",http://www.seoul.co.kr/news/newsView.php?id=20220905500023
2022-09-05,YTN,오늘 제주 국내선 무더기 결항...뱃길도 막혀,"항공편,제주,대한항공,국내선,에어부산,뱃길,국제선,부산,제주발,949척,하늘길,힌남노,인천공항,바닷길,아시아나항공,항공기,항공사별,1편,항공사,진에어,비행기,김포,여객선,제주도,김해공항",https://www.ytn.co.kr/_ln/0115_202209050002102171
2022-09-05,중앙일보,"‘태풍경보’ 제주, 오후 2시 이후 항공편 결항 뱃길도 끊겨","제주,항공편,제주도,한국공항공사,태풍경보,헥토파스칼,안전사고,남해안,항공사,한라산,경남,기상청,재난문자,남남서쪽,하이에어,항공기,북북동진,12척,관계자,운항정보,서귀포,태풍특보,서울,뱃길,대한항공,바닷길",https://www.joongang.co.kr/article/25099527
2022-09-05,헤럴드경제,"대한항공, 김해~인천공항 ‘환승전용 내항기’ 운항 재개","인천공항,내항기,김해공항,대한항공,김해,국제선,수하물,보잉,세관검사,인천,항공편,위탁수하물,코로나19,목적지,입국심사,출국심사,관계자,환승전,ke1407,ke1408,ke1401,ke1402,출발,재개,운항,탑승",http://biz.heraldcorp.com/view.php?ud=20220905000159
2022-09-05,파이낸셜뉴스,"대한항공, 김해~인천공항 환승전용 내항기 운항 2년 6개월만에 재개","인천공항,대한항공,내항기,김해공항,국제선,김해,수하물,부산,보잉,승객들,6개월,인천공항발,세관검사,항공편,코로나19,위탁수하물,경남,목적지,입국심사,인천,출국심사,관계자,환승전",http://www.fnnews.com/news/202209050921179170
2022-09-05,머니투데이,"해외여행 수요 급증에 대한항공, 김해~인천 '환승전용 내항기' 운항 재개","인천공항,내항기,대한항공,김해공항,국제선,김해,수하물,인천,부산,보잉,승객들,인천공항발,세관검사,해외여행,항공편,위탁수하물,경남,코로나19,목적지,입국심사,출국심사,관계자,환승전,ke1408",http://news.moneytoday.co.kr/view/mtview.php?no=2022090509115094163&type=2
2022-09-05,아시아경제,"대한항공, 김해~인천공항 구간 ‘환승전용 내항기’ 운항 재개","인천공항,김해공항,내항기,대한항공,국제선,김해,수하물,부산,승객들,인천공항발,보잉,개월만,세관검사,항공편,위탁수하물,경남,코로나19,목적지,인천,입국심사,관계자,출국심사,환승전",https://view.asiae.co.kr/article/2022090509183048953
2022-09-06,전자신문,"현대차-인천공항-한진, '미래형 물류 플랫폼' 구축 손잡는다","현대차그룹,인천공항,인천국제공항공사,자동화,모빌리티,항공기,대한항공,웨어러블,우기홍,신기술,자동차,한진그룹,김걸",http://www.etnews.com/20220906000250
2022-09-06,매일경제,"현대차그룹-한진그룹, 인천공항에 '스마트 화물터미널' 협력 구축","인천공항,현대차그룹,인천국제공항공사,모빌리티,자동화,한진그룹,우기홍,항공기,자동차,웨어러블,대한항공,김걸,김경욱",http://news.mk.co.kr/newsRead.php?no=791503&year=2022
2022-09-06,서울경제,"“디지털물류 조기 전환” 현대차, 인천공항 한진과 플랫폼 구축","인천공항,인천공항공사,현대차그룹,자동화,모빌리티,인천국제공항공사,대한항공,항공기,우기홍,김걸",http://www.sedaily.com/NewsView/26AYXABWHC
2022-09-06,한국경제,인천공항 세계 첫 스마트 화물터미널 짓는다 현대차 한진 '맞손',"인천국제공항공사,현대차그룹,인천공항,자동화,모빌리티,업무협약,체결식,대한항공,자동차,항공기,웨어러블,우기홍",https://www.hankyung.com/economy/article/202209065180g
2022-09-06,디지털타임스,"""인천공항에 세계 첫 스마트 화물터미널 구축""","인천공항,인천국제공항공사,현대차그룹,자동화,체결식,대한항공,항공기,우기홍,자동차,모빌리티,김걸,한진그룹,장우진",http://www.dt.co.kr/contents.html?article_no=2022090602109932064001&ref=jeadan
2022-09-06,아주경제,"현대차그룹-인천공항공사-한진그룹, '미래형 모빌리티 물류 인프라 구축' 위해 맞손","인천공항공사,모빌리티,현대차그룹,인천공항,자동화,현대자동차그룹,인천국제공항공사,인천,인천국제공항,한진그룹,우기홍,대한항공,항공기,김걸,자동차",https://www.ajunews.com/view/20220906160919603
2022-09-06,한국경제,"현대차 인천공항공사 한진, 미래형 물류기술 개발 협약","인천공항공사,인천공항,현대차그룹,자동화,항공기,신기술,인천국제공항공사,대한항공,우기홍,김걸,에어사이드,활주로,기획조정실장,3개,협약식,현대자동차그룹,한진그룹,airside,오른쪽,김경욱,회의실,업무협약식,한진",https://www.hankyung.com/economy/article/2022090654121
2022-09-06,매일경제,"정부 '항공MRO 육성' 구호만 ""軍정비물량 민간에도 개방을""","항공기,에어로스페이스,대한항공,캠스,mro,화물기,인천,에어버스,클러스터,상장사",http://news.mk.co.kr/newsRead.php?no=791960&year=2022
2022-09-06,헤럴드경제,"현대차그룹, 인천국제공항공사?한진그룹과 ‘미래형 물류 플랫폼’ 구축","현대차그룹,인천공항,인천국제공항공사,모빌리티,자동화,체결식,한진그룹,대한항공,항공기,우기홍,웨어러블,김걸",http://biz.heraldcorp.com/view.php?ud=20220906000699
