일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-11-30,디지털타임스,"대한항공, 국내 최초로 소형 항공기 비즈니스 클래스에 `180도 좌석` 도입","항공기,대한항공,네오,보잉,에어버스,와이파이,신형기,항공사,a321네오,182석,에어스페이스,아시아,30대,led,현대",http://www.dt.co.kr/contents.html?article_no=2022113002109932031001&ref=jeadan
2022-11-30,서울경제,대한항공 소형기에 국내 최초 침대형 좌석,"대한항공,네오,항공기,보잉,30대,단거리,프레스티지석,a321네,와이파이,오디오비디오,8석,현대,중국,신형기,이코노미석,90대,협동체,174석,주문형,일본,수하물,182석,다음달,a321네오,비즈니스클래스,항공사,팔걸,180도",http://www.sedaily.com/NewsView/26DTSHGIOT
2022-11-30,중앙일보,"중국 일본도 누워서 간다 대한항공, 풀 플랫 소형기 A321네오 도입","네오,대한항공,단거리,보잉,에어버스,수하물,와이파이,30대,일본,항공기,소형기,중국,6대,휴대폰",https://www.joongang.co.kr/article/25121893
2022-11-30,동아일보,“中 日도 누워서 간다” 소형항공기도 ‘침대형 좌석’ 대한항공 A321neo 도입,"항공기,대한항공,a321neo,보잉,항공사,와이파이,단거리,에어버스,180도,유럽,30대,에어스페이스,중국,아시아",https://www.donga.com/news/article/all/20221130/116772632/1
2022-11-30,중앙일보,코로나 19로 더 단단해진 대한항공  ’5성 항공사’ 선정,"대한항공,항공사,여객기,고객들,항공업,코로나,기내식,아시아나항공,코로나19,항공기,국제선,소비자",https://www.joongang.co.kr/article/25121965
2022-11-30,한국일보,"작은 여객기 비즈니스석도 180도 눕혀진다 대한항공, A321네오 도입","항공기,대한항공,신형기,180도,비즈니스클래스,30대,네오,비행기,가능이코노미석,무선충전,차원총,보잉,에어버스,단거리,a321네오",https://hankookilbo.com/News/Read/A2022113013040005436
2022-11-30,한국경제,"침대형 프레스티지석 뜬다 대한항공, 새 항공기에 장착","대한항공,프레스티지석,휴대폰,오디오비디오,동남아시아,중국,주문형,일본,단거리,편의시설,이코노미석,여객기,8석,네오,182석,항공기,팔걸,8개,avod,a321네,좌석,완전,모니터,프레스티지,장착,침대,평면,이코노미,장치,중순,비디오,기내",https://www.hankyung.com/economy/article/2022113061981
2022-11-30,문화일보,소형항공기에 180도 펴진 좌석 대한항공 A321네오 내달 운항,"대한항공,네오,보잉,180도,협동체,30대,항공기,에어버스,a321네오,프레스티지석,단거리,일본,중국,신형기,90대,항공사,狹動體,8개,eo,여객기,소형항공기,소형,좌석,완전,장착,운항,내달,규모,클래스,노선,단일",http://www.munhwa.com/news/view.html?no=2022113001071407301001
2022-11-30,서울신문,"소형 항공기에도 180도 침대형 좌석이 대한항공, A321neo 도입","대한항공,항공기,보잉,단거리,a321neo,6대,에어버스,30대,협동체,일본,중국,여객기,프레스티지석",http://www.seoul.co.kr/news/newsView.php?id=20221130500064
2022-11-30,아주경제,"​대한항공, 침대형 프레스티지석 장착 'A321네오' 도입 국내 항공사 최초","네오,항공기,대한항공,보잉,프레스티지석,단거리,에어버스,와이파이,a321네오,항공사,이코노미석,30대,협동체,182석,휴대폰,수하물,led,아시아",https://www.ajunews.com/view/20221130094224232
2022-11-30,한국경제,소형항공기 비즈니스석도 180도까지 대한항공 A321네오 운항,"대한항공,항공기,보잉,180도,프레스티지석,네오,6대,단거리,30대,a321네,협동체,와이파이,비즈니스석,현대,다음달,여객기",https://www.hankyung.com/economy/article/202211304244i
2022-11-30,헤럴드경제,비행기에서 만나는 ‘180도 침대형 좌석’ 어느 항공사야?,"대한항공,항공기,네오,180도,보잉,a321네오,에어버스,신형기,항공사,30대,182석,와이파이,에어스페이스,아시아",http://biz.heraldcorp.com/view.php?ud=20221130000188
2022-11-30,아시아경제,"대한항공 ""소형기에서도 180도 좌석 만나보세요""","대한항공,항공기,보잉,a321neo,에어버스,단거리,수하물,6대,와이파이,30대,항공사,협동체,182석,프레스티지석,에어스페이스",https://view.asiae.co.kr/article/2022113008412823427
2022-11-30,머니투데이,"""소형기에도 완전 평면 침대가"" 대한항공, A321네오 도입","대한항공,보잉,항공기,네오,항공사,에어버스,신형기,a321네오,6대,30대,와이파이,에어스페이스,led,수하물,아시아",http://news.moneytoday.co.kr/view/mtview.php?no=2022113008375574112&type=2
2022-11-30,파이낸셜뉴스,한국 국적기 최초 소형 항공기에 180도 좌석 도입한 곳은,"대한항공,항공기,a321neo,와이파이,휴대폰,30대,신형기,180도,여객기,항공사,오디오비디오",http://www.fnnews.com/news/202211300859137176
