일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-04-01,전자신문,"대한항공, '2022 ATW 올해의 화물 항공사' 선정","대한항공,항공사,여객기,atw,코로나19,어워즈,팬데믹,엄재동,심사단,요소들,선제적,애널리스트들,사실상,카타르,가동률,시상식,경신,하늘길,트랜스포트,화물기단,영광,편집장,장탈,임직원",http://www.etnews.com/20220401000176
2022-04-01,매일경제,"美 ""전략비축유 방출""에 국제유가 급락...국내 항공사 주가는 '훨훨'","배럴,항공사,미국,전략비축유,연료비,대한항공,거래소,국제유가,행정부,산유국,영업비용,비축유,진에어,2472억,연평균",http://www.mk.co.kr/economy/view/2022/295366
2022-04-01,서울경제,대한항공 2년 연속 '올해의 화물 항공사' 선정,"대한항공,항공사,의약품,편집장,atw,여객기,카렌,트랜스포트,인천공항,장탈,엄재동,코로나19",http://www.sedaily.com/NewsView/264IWQ0GXC
2022-04-01,한국일보,"대한항공, ‘2022 ATW 올해의 화물 항공사’ 선정 2년 연속","대한항공,atw,의약품,코로나19,항공사,편집장,어워즈,확충해,인천공항,카렌,코로나바이러스,밀거래,팬데믹,엄재동",https://hankookilbo.com/News/Read/A2022040114390004834
2022-04-01,중앙일보,"대한항공, ‘2022 ATW 올해의 화물 항공사’ 선정","대한항공,코로나19,항공사,atw,여객기,의약품,차세대,항공업,디지털화,고객서비스,항공화물,편집장,어워즈",https://www.joongang.co.kr/article/25060243
2022-04-01,아주경제,대한항공 주가 3%↑ 글로벌 항공전문지 선정 '올해의 화물 항공사',"대한항공,항공사,atw,이오,거래일,transport,카타르,애널리스트들,트랜스포트,한국,3만,편집장,거래소,시상식,심사단,게티이미지뱅크,어워즈,전문지,world,air,선정,화물,항공",https://www.ajunews.com/view/20220401141023556
2022-04-01,한국경제,대한항공 '카멜레온 전략' 올해는 화물항공사로 수상,"대한항공,항공사,에어트랜스포트월드,영업이익,1조,코로나19,엄재동,항공업,호흡기,중증급성호흡기증후군,증후군,화물기,본격화,사스,카타르,최소화,50여,시상식,본부장,항공기,atw",https://www.hankyung.com/economy/article/2022040182611
2022-04-01,매일경제,[포토] 대한항공 '올해의 화물 항공사',"대한항공,항공사,트랜스포트,atw,에어,항공,월드,연속,선정,세계,화물,매체,전문",http://news.mk.co.kr/newsRead.php?no=294963&year=2022
2022-04-01,헤럴드경제,"대한항공, ATW 어워즈서 ‘올해의 화물 항공사’","대한항공,여객기,atw,항공사,코로나19,어워즈,김지윤,인천공항,트랜스포트,긴급의료물품,의약품,신선식품,방역물자,개인보호장비,신선,애널리스트들,경신,가동률,요소들,심사단,진단키트,구호품",http://biz.heraldcorp.com/view.php?ud=20220401000504
2022-04-01,문화일보,"대한항공, ATW ‘올해의 화물항공사’ 2년 연속 수상","대한항공,atw,트랜스포트,항공사,종합평가,애널리스트들,심사단,편집장,48회,화물항공사,어워즈,사회,선정,화물,항공,연속,에어,요소,구성,노력,애널리스트,고객,글로벌,인도,서비스,운영,종합,인도적,사업,혁신,평가,전문,월드,매체,수상",http://www.munhwa.com/news/view.html?no=2022040101072103324002
2022-04-01,아시아경제,대한항공 '2022 ATW 올해의 화물 항공사' 선정,"대한항공,코로나19,atw,여객기,항공사,항공업,편집장,항공업계,어워즈,트랜스포트,팬데믹,카렌",https://view.asiae.co.kr/article/2022040109105305398
2022-04-01,헤럴드경제,"대한항공, ‘올해의 화물 항공사’ 선정 “신속 안전 정확한 서비스 제공”","대한항공,여객기,atw,차세대,항공사,고객서비스,코로나19,디지털화,인천공항,트랜스포트,엄재동,어워즈",http://biz.heraldcorp.com/view.php?ud=20220401000185
2022-04-01,경향신문,"대한항공, '2022 ATW 올해의 화물 항공사' 선정","대한항공,atw,항공사,코로나19,의약품,편집장,인천공항,카렌워커,신선식품,신선,차별화,항공업,고객서비스,중요성,경쟁력,항공업계,운송부문,애널리스트들,트랜스포트",https://www.khan.co.kr/economy/economy-general/article/202204011034001
2022-04-01,한국경제,"대한항공, ATW로부터 ‘올해의 화물 항공사’ 선정","대한항공,여객기,atw,항공사,엄재동,요소들,1조,항공화물,심사단,항공업,가동률,카타르,영업이익,트랜스포트,영광,편집장,48회,시상식,화물사업,코로나19,화물용,화물사업본부장,본부장",https://www.hankyung.com/economy/article/202204016953i
2022-04-01,아주경제,"​대한항공, 항공화물 기준 세웠다 '2022 ATW 올해의 화물 항공사' 선정","대한항공,atw,항공사,코로나19,어워즈,여객기,항공화물,화물운송,차세대,의약품,편집장",https://www.ajunews.com/view/20220401085808271
