일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-01-28,문화일보,"설날, 백호의 월드컵 10회연속 본선行 어흥!","시리아,아시아,호주,오리온,2위,대표팀,조규성,레바논,3위,한국,금강,장사타이틀,1위,kt,프로배구,sk,승리땐,미국,최종예선,대한항공,남자부,5위",http://www.munhwa.com/news/view.html?no=2022012801032539321002
2022-01-28,서울경제,"벤투호,월드컵 본선 축포 쏘고 프로농구 SK는 11연승 도전","한국,대한항공,미국,우승자,11연승,여자부,두바이,아랍에미리트,라시드,파울루,우리카드,레바논,개막식,수원체육관,오리온,남자부,멕시코,sk",http://www.sedaily.com/NewsView/2611HK3KT1
2022-01-28,경인일보,"프로탁구 수원서 역사적 개막  포스코에너지, 원년 개막전 첫 승자","포스코에너지,수원,대한항공,개막전,한국프로탁구리그,한국프로,김하영,유한나,광교씨름체육관,이은혜,주세혁,kttl,탁구리그,강다연,양하은이,2단식,김나영,4단식,경기장,양하은,두나무,3복식,경기대,스튜디오t,팬들,탁구,승리,경기,역사적,제압",http://www.kyeongin.com/main/view.php?key=20220128010005164
2022-01-28,YTN,2022한국프로탁구리그 개막...5달 대장정,"신유빈,한국프로,여자부,경기장,5달,유승민,대장정,박진감,국군체육부대,경쟁적,삼성생명,필요성,남자부,경기력,하락세,프로출범,금메달,예측불허,3게임,맞대결,포스코에너지,한국탁구,대한항공,탁구리그,한국,평준화,두나무,ytn,스튜디오t,2022한국프로,한국프로탁구리그,탁구,이변,전용,상향,전력,전망,소화",https://www.ytn.co.kr/_ln/0107_202201281719402573
2022-01-28,KBS,"‘부상 재활’ 신유빈, “2022도 삐약삐약!”","신유빈,대한항공,김연아,손흥민,삐약,박선우,아시안,오른쪽,어제도,마시멜로,영상편집,오광택,그해,촬영기자,안간,되풀,외교관,계획성,10대,esfj,동작,한국,드라,mbti,이형주,시간date,부상,탁구,훈련,출전,재활",https://news.kbs.co.kr/news/view.do?ncd=5384453&amp;ref=DA
2022-01-28,YTN,"""가자, 세계정상복귀!"" 2022 두나무한국프로탁구리그 개막","수원,신유빈,여자부,한국프로,경기장,국군체육부대,유승민,두나무,kttl,세계정상,박진감,필요성,경쟁적,프로출범,경기력,하락세,금메달,결정전,기업팀,남자부,탁구인,예측불허,챔피언결정전,탁구인들,한국탁구,내셔널리그,삼성생명,3게임,포스코에너지,코리아리그,체육관,광교,플레이오프,5매치,대한항공,맞대결,탁구리그,한국프로탁구리그,한국,222경기,평준화,지방자치단체팀",https://www.ytn.co.kr/_ln/0107_202201281020022018
2022-01-28,한국경제,"""대한항공, 희소성 높아진 물류대란 수혜주""-한국","대한항공,물류대,최선호주,2조,한국투자증권,영업이익,연구원,목표주가,물류대란,희소성,수혜주,저비용항공사,국제선,기대감,공급망,인플레이션,7027억,미주,장기화,리오프닝,입국자,3배,팬데믹,고객층,한국",https://www.hankyung.com/finance/article/2022012804126
2022-01-28,경기일보,'설 연휴' 집콕하며 스포츠 즐기자 수원 장사씨름 프로탁구 등 다채,"수원,여자부,한국,대한항공,수원시청,안양,태백,영암민속씨름단,씨름단,오리온,인천,울주군청,용인시청,의정부,원주,아시아,금강,고양,문준석,태백급,kt",www.kyeonggi.com/news/articleView.html?idxno=2398459
2022-01-28,파이낸셜뉴스,"이동걸 ""대우조선 매각 방안, 3월 컨설팅 끝난 후 밝히겠다""","대우조선해양,조선사,산업은행,현대중공업,이동걸,eu,rg,대한항공,조선,한국,경영컨설팅,대우조선,온라인",http://www.fnnews.com/news/202201271750314250
2022-01-28,경인일보,프로탁구리그 설날장사씨름대회 '스포츠 메카 수원' 볼거리 넘친다,"수원,여자부,대한항공,삼성생명,태백급,임태혁,수원시청,한국,한국마사회,코리아리그,남자부,금강급,한라급,경기장,kttl,금강,백두급,장사전,미래에셋증권,안산시청,대장정,5개월,포스코에너지,정규리그,내셔널리그,문준석,설날장사씨름대회",http://www.kyeongin.com/main/view.php?key=20220127010005065
2022-01-29,SBS,"'강서브 폭발' GS칼텍스, 도로공사 완파","도로공사,gs칼텍스,리베로,케이타,강소휘,칼텍스,풀세트,오지영,유병민,영상편집,gs,3연패,승점차,5점,대한항공,리베,6개,정민수,kb손해보험,후인정,안혜진,3대,만큼,무회전,39점,모마,kb,이정택,강서브,서브,완파,수비,상대,득점,공사,보험,접전",https://news.sbs.co.kr/news/endPage.do?news_id=N1006623443&plink=ORI&cooper=ETC
2022-01-29,한국일보,"KB손보 케이타, 39득점ㆍ점유율 60%","케이타,대한항공,kb손해보험,3연패,외국인,디그,정민수,우리카드,후인정,정지석,점유율,링컨,한국전력전,kb,등록명,윌리엄스,대한항공전,000득점,휴식기,9개,42점,올스타전,18호,2연승,1만",https://hankookilbo.com/News/Read/A2022012917490000474
2022-01-29,동아일보,[오늘의 경기]프로농구 外,"미래에셋증권,오리온,프로농구,한국도로공사,칼텍스,인삼공사,안양체육관,의정부체육관,삼성생명,대한항공,보람할렐루야,김천체육관,고양체육관,포스코에너지,한국수자원공사,gs,gs칼텍스,광교씨름체육관,kt,kb,db,프로,농구,손해,보험,배구,탁구",https://www.donga.com/news/article/all/20220128/111502945/1
