일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-06-01,매일경제,"""아리가또 재팬"" 일본 하늘길 열리자 사흘 만에 제주항공 14.5%↑","일본,lcc,중국,항공사,코로나,제주항공,에어부산,티웨이항공,진에어,증권가,유승우,연구원,관광객,대한항공,외국인,아시아,해외여행,코로나바이러스",http://news.mk.co.kr/newsRead.php?no=482824&year=2022
2022-06-01,한겨레,신혼여행 티켓 끊고도 취소라니 요즘 ‘공갈 항공권’ 속출하는 까닭,"코로나19,항공사,여행사,항공권,항공기,대한항공,국토부,국제선,인턴사원,지원금,항공사들,이상욱,복항,소비자,바르셀로나,노랑풍선,허율,유럽",http://www.hani.co.kr/arti/economy/marketing/1045264.html
2022-06-01,헤럴드경제,국제선 하늘길 다시 ‘활짝’ 도심공항 완전 재개는 언제? [비즈360],"인천,국제선,항공사,코로나19,대한항공,아시아나항공,서울역,항공기,유럽,광명역,미주,나트랑,방콕,246회,4회",http://biz.heraldcorp.com/view.php?ud=20220531000832
2022-06-02,디지털타임스,"""국제선 늘려라"" 제주항공 진에어 여객유치전","진에어,항공사,제주항공,일본,국제선,개인여행,항공권,2위,김포,제주,방콕,관광객,부산,대한항공,lcc,관계자",http://www.dt.co.kr/contents.html?article_no=2022060202109932031010&ref=jeadan
2022-06-02,중앙일보,"[단독] 2배 뛴 항공권 값 안떨어진다 ""입국자 전수검역 계속""","코로나,커퓨,인천공항,국제선,항공편,입국객,시간대,해외유입,검역인력,항공사,질병청,대한항공,확진자,전수검역,항공료,관계자,전수조사,방역당국,유럽,항공업계,항공업,항공권,국토부,입국자,야간운항금지시간",https://www.joongang.co.kr/article/25076247
2022-06-02,조선일보,"[모닝] 호국보훈의 달, 유공자에 “국내선 항공권 50% 할인”","유공자,국내선,국방부,와이,국가유공자,체크카드,이용권,전자책,대상자,항공권,부상자,진에어,기가바이트,통신사,희생자,렌터카,100gb,항공사,대한항공",https://www.chosun.com/economy/economy_general/2022/06/02/QATW7Y5AWBEUFFTWRAK3JRSODI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-06-03,경향신문,"대한항공, 소형발사체 엔진 개발 착수  2027년 완료 목표","대한항공,발사체,항공기,추진제,누리호,상단부,2단,경제성,과학기술정보통신부,한국,구조물",https://www.khan.co.kr/economy/economy-general/article/202206031432001
2022-06-03,동아일보,"대한항공, 소형 발사체 고성능 엔진 개발 추진 “국내 기술 우주시대 선도할 것”","발사체,대한항공,space,뉴스페이스,항공기,부산대학교,과학기술정보통신부,2단",https://www.donga.com/news/article/all/20220603/113778890/1
2022-06-03,헤럴드경제,"대한항공, 기업 학계와 컨소시엄 구성 소형 발사체용 고성능 엔진 개발 착수","발사체,대한항공,누리호,과학기술정보통신부,2단,정찬수,추진제,한국,상단부,한국생산기술연구원,서울대학교,제노코,파이오니어,충북대학교,한양이엔지,항공우주기업,비츠로넥스텍,2115억",http://biz.heraldcorp.com/view.php?ud=20220603000454
2022-06-03,아시아경제,"대한항공, 국산 소형 발사체용 고성능 엔진 개발 ""2027년 목표""","발사체,대한항공,과학기술정보통신부,항공기,부산대학교,사업자,누리호,상단부,2단",https://view.asiae.co.kr/article/2022060309124431133
2022-06-03,헤럴드경제,"대한항공, 국산 소형 발사체용 고성능 엔진 개발한다","발사체,대한항공,항공기,과학기술정보통신부,누리호,부산대학교,사업자,2단",http://biz.heraldcorp.com/view.php?ud=20220603000112
2022-06-03,머니투데이,"""우주 갈거니까"" 대한항공, '소형 발사체 엔진' 개발 나선다","발사체,대한항공,과학기술정보통신부,부산대학교,사업자,누리호,상단부,2단,충북대학교,비츠로넥스텍,경제성,추진제",http://news.moneytoday.co.kr/view/mtview.php?no=2022060309484236871&type=2
2022-06-03,서울경제,우주산업 뛰어드는 대한항공 “소형 발사체용 엔진 개발 시작”,"대한항공,발사체,누리호,상단부,한국,75톤,과기부,2단,과학기술정보통신부,한국생산기술연구원,서울대학교,제노코,충북대학교,한양이엔지,비츠로넥스텍,자리매김,항공우주기업,나로호",http://www.sedaily.com/NewsView/2673P0VCYH
2022-06-03,서울신문,"성층권 너머 우주로 대한항공, 소형 발사체 엔진 개발 착수","발사체,대한항공,추진제,2단,과학기술정보통신부,한국,한국생산기술연구원,서울대,2115억,제노코,충북대,한양이엔지,누리호,지원사업,나로호,과기부,파이오니어,사업비,200억,뉴스페이스,비츠로넥스텍",http://www.seoul.co.kr/news/newsView.php?id=20220603500040
2022-06-03,아주경제,"대한항공, 국산 소형 발사체용 고성능 엔진 개발 나선다","발사체,대한항공,과학기술정보통신부,항공기,부산대학교,사업자,누리호,상단부,2단",https://www.ajunews.com/view/20220603093256492
2022-06-04,SBS,"'항공 규제 해제'에 ""항공권 2~30% 인하 전망"" 변수는?","항공사,항공권,코로나,비행기,휴가철,제희원,노선별,육현우,동남,상품들,여행사,베트남,인천,80만,현관문,하늘길,100만,한국,대한항공,이코노미석,항공편,여행업계,외국인,국제선,관계자",https://news.sbs.co.kr/news/endPage.do?news_id=N1006775134&plink=ORI&cooper=ETC
2022-06-04,한국일보,"""드디어 인천공항 빗장 열린다"" 항공 여행업계 발걸음 빨라진다","항공편,코로나19,관계자,국제선,인천공항,대한항공,여행업계,성수기,유럽,항공업,일본,항공기,해외여행",https://hankookilbo.com/News/Read/A2022060315190005960
2022-06-06,한국경제,"항공사 마일리지, 쌓을 때도 쓸 때도 가성비 따져야","항공권,대한항공,일반석,가성비,마일당,뉴욕,비즈니스석,평수기,서울발,1등석,송영찬,페이코,7만,소비자,이코노미석,8만,인천,항공사",https://www.hankyung.com/economy/article/2022060657791
2022-06-06,매일경제,비행기 비싸서 못 탄다더니 1000만원 퍼스트석 잘 나간다,"퍼스트석,비즈니스석,코로나19,인천,코로나,1000만,이코노미석,la,관계자,항공권,대한항공,국제선,스위트석,팬데믹",http://news.mk.co.kr/newsRead.php?no=495829&year=2022
2022-06-07,헤럴드경제,‘카메라는 삶의 동반자’ 故조양호 회장의 각별한 사진 사랑,"한진그룹,중국,일우,조현민,조양호,선대회장,문화전시공간,양쯔강,대한항공,사진집,이명희,서소문,잠재력,일우스페이스,서울시,하나하나,대표작,중학교,부친인,서울,시민들,사진상",http://biz.heraldcorp.com/view.php?ud=20220607000728
2022-06-07,경향신문,고 조양호 한진회장 생전 사진 작품 모은 전시회 열린다,"한진그룹,조양호,전시회,사진집,일우,한진,조원태,조현민,대표작,서울,이명희,하나하나,사진전,조중훈,대한항공",https://www.khan.co.kr/economy/economy-general/article/202206071623001
2022-06-07,서울경제,"""사진 속 시선, 새로운 길 의지 담겨” 故조양호 회장 추모 사진전 개최","사진전,일우스페이스,중국,한진그룹,양쯔강,조현민,대한항공,이명희,일우,조원태,조양호,하나하나,서울,한진,중구",http://www.sedaily.com/NewsView/2675K7F9E4
2022-06-07,중앙일보,故 조양호 회장 추모 사진전 셔터에 담은 풍경 '앵글경영론'으로 이어져,"조양호,대한항공,출장길,그해,출입국,미국,한진그룹,히말라야,하나하나,조선일보,국제올림픽위원회,서울,전시장,방상훈,유승민,중학교,소공동,허창수,손경식,캘리포니아주,조원태,중앙홀딩스,삼양홀딩스,한국경영자총협회,전국경제인연합회",https://www.joongang.co.kr/article/25077323
2022-06-07,한국경제,"故 조양호 회장 ""앵글 바꾸면 사물도 바뀌듯 조직도 끝없이 혁신해야""","한진그룹,일우,사진전,대한항공,조양호,이명희,유류품,중학교,일우스페이스,조원태,미국,서울,요세미티,한진,조현민,이재준,시민들",https://www.hankyung.com/life/article/2022060741131
2022-06-07,한국경제,'수송보국' 故조양호 한진 회장이 카메라렌즈 통해 본 세상,"대한항공,한진그룹,조양호,전시회,한진,이명희,조현민,사진전,조원태,항공사,사진집,수송보국,서울,하나하나,국제항공운송협회,발언권,한국,항공업,일우스페이스",https://www.hankyung.com/life/article/202206070660g
2022-06-07,전자신문,"한진그룹, '故 조양호 회장 추모 사진전' 개최","대한항공,사진전,선대회장,일우스페이스,한진그룹,조양호,하나하나,서울,추모사업,민간외교관,외교관,평창동계올림픽,항공업계,평창,경영인,항공업,소명의식,항공사,국격,출장길,서소문,45점,유류품,앵글경영론,반세기,2관,시민들,조원태,일우",http://www.etnews.com/20220607000287
2022-06-07,디지털타임스,"한진그룹, 故 조양호 회장 추모 사진전 개최","한진그룹,조현민,이명희,전시회,일우,조양호,서울,한진,조원태,사진전,사진집,대한항공,3주,추모사,서소문,유류품,유가족,정석,개막식,작품,회장,개최,전시,외부,그룹,사장,하늘,공간,추모",http://www.dt.co.kr/contents.html?article_no=2022060702109932031006&ref=jeadan
2022-06-07,매일경제,[포토] 조양호 회장 추모 사진전,"사진전,한진그룹,조양호,일우,서울,조현민,한진,조원태,기념촬영,이홍구,국회의원,국무총리,3주,대한항공,서소문,문희상,一宇,회장,선대,하늘,빌딩,행사,추모,기념,왼쪽,주제,사장,제막,이날,흉상,유작,촬영,스페이스",http://news.mk.co.kr/newsRead.php?no=500081&year=2022
2022-06-07,한국경제,"김이배 ""제주항공, 내년 하반기 흑자전환""","제주항공,만큼,lcc,장거리,김이배,서울,아시아나항공,대한항공,에어부산,효율성,경쟁력,진에어,기자간담회,에어서울,맥스,대형기,항공기,메이필드호텔,제주,간담회,신기종,항공업,흑자전환,제각각,항공사,유동성,단거리",https://www.hankyung.com/economy/article/2022060742361
2022-06-07,머니투데이,카메라 사랑했던 故조양호 회장 '앵글경영' 담은 추모 사진전 개최,"일우스페이스,일우,대한항공,한진그룹,조양호,사진전,서소문,문화전시공간,조현민,선대회장,이명희,사진집,유류품,조원태,하나하나,대표작,앵글경영론,서울,시민들",http://news.moneytoday.co.kr/view/mtview.php?no=2022060715161111720&type=2
2022-06-07,아주경제,카메라 앵글에 담은 하늘 속 세상 한진 故 조양호 회장 추모사진전 개최,"한진그룹,대한항공,일우,조양호,사진작가,일우스페이스,사진전,추모사진전,한진,선대회장,추모사,이명희,조현민,동경,출장길,조원태,유승민,서울,하나하나,구본창",https://www.ajunews.com/view/20220607153749700
2022-06-07,매일경제,故 조양호 회장이 직접 액자 담아 선물한 사진은 어떤 모습,"한진그룹,일우,사진전,조양호,중국,서울,출장길,대한항공,유치국,이명희,여행지,서소문,경영진,중학교,조원태,유류품",http://news.mk.co.kr/newsRead.php?no=499329&year=2022
2022-06-07,조선일보,김이배 제주항공 대표 “국내 2위 항공사 되겠다”,"lcc,경쟁력,제주항공,아시아나항공,대한항공,서울,장거리,기자간담회,간담회,단거리,uam,사업자,제주,김이배,항공사,도심항공교통,미주,유럽,메이필드,강서구,에어부산,기업결합,수익성,물음표,진에어,에어서울,사업성",https://www.chosun.com/economy/industry-company/2022/06/07/7Y55RK4RPFC4HHUOXEQQRJHUV4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-06-07,아시아경제,"김이배 제주항공 대표 ""내년 흑자전환 목표 중 단거리 집중""","단거리,lcc,장거리,제주항공,대한민국,일본,흑자전환,김이배,운수권,간담회,중국,3사,에어서울,신사업,가능성,저비용항공사,아웃바운드,uam,에어부산,대한항공,공정거래위원회,위원회,회복탄력성,사업자,화물사업,항공산업,한국",https://view.asiae.co.kr/article/2022060715143672145
